,tweet,politican,Party,State
77,Iowans in many areas of the state are still working hard to recover from the August #derecho. Folks still need supp… https://t.co/tPjgQIbEL0,Joni Ernst ,R,IA 
78,Great to be repping Iowa’s hardworking corn growers with my friend @ChuckGrassley! 🌽 https://t.co/39EE8asWD7,Joni Ernst ,R,IA 
79,"Today's finalization of the Abraham Accords is a step toward peace in the Middle East &amp; welcome news, not only for… https://t.co/YCyT6yi4th",Joni Ernst ,R,IA 
80,Tariff-free access to Brazil helps provide our corn farmers and producers with a much-needed market for Iowa-made e… https://t.co/6kkC3jPgga,Joni Ernst ,R,IA 
81,TODAY: The Iowa Storm Help Resource Center will be serving hot meals from 4 PM to 6 PM at 4001 1st Ave SE in Cedar… https://t.co/vUaGIm3vw1,Joni Ernst ,R,IA 
82,"Congratulations on a wonderful 50 years on the air, Van Harden! Thousands of Iowans have benefitted tremendously fr… https://t.co/hcahK7JNL7",Joni Ernst ,R,IA 
83,"Passions may run high, and folks might disagree. But the Iowa way is to listen to one another, come together, and m… https://t.co/PUX0nIlGx5",Joni Ernst ,R,IA 
84,Representatives from my office will be holding traveling office hours in 13 counties across Iowa today. If you’re i… https://t.co/hj9Hh2L1fz,Joni Ernst ,R,IA 
85,"In an important step toward combatting domestic violence, @TheJusticeDept is awarding grant funds to the Crisis Int… https://t.co/QdL8kpJBrH",Joni Ernst ,R,IA 
86,"As a tireless advocate for Iowa’s biofuel industry, I’ve long been calling on the administration to throw the “gap… https://t.co/cMB7xjoKFb",Joni Ernst ,R,IA 
87,TOMORROW: @fema will be opening a Disaster Recovery Center in Marshalltown to help Iowans with #derecho assistance… https://t.co/j7mIvvIOF8,Joni Ernst ,R,IA 
88,Iowan &amp; @USMC vet Chris Billmyer lost both of his legs in an explosion while serving our country in Afghanistan. Af… https://t.co/LpLYZ4cT1W,Joni Ernst ,R,IA 
89,"🚨 NEW: The administration has heeded my calls to deny the so-called “gap year” waivers.  
 
This will help provide… https://t.co/5qLp177VjB",Joni Ernst ,R,IA 
90,"You’ve made Iowa proud, Ambassador Branstad! Thank you for your service to our nation over the past three years. We… https://t.co/GC89JnbUoy",Joni Ernst ,R,IA 
91,More good news for Iowa: @USDOT is awarding grant funds for a highway improvement project in Polk County — somethin… https://t.co/cU9zFMiM5G,Joni Ernst ,R,IA 
92,"Grant funding is available to Iowa livestock owners who have been impacted by the ongoing #COVID19 pandemic. 

Tomo… https://t.co/zNtkYk8eaN",Joni Ernst ,R,IA 
93,"Earlier this year, Iowans Augustus Ehlers and Lilliana Tracy were honored for their outstanding community service w… https://t.co/1VGahqf05f",Joni Ernst ,R,IA 
94,Iowans who lost food following the #derecho are eligible to apply for food assistance up to 10 days after the loss… https://t.co/5vf8l5cp1c,Joni Ernst ,R,IA 
95,"Iowans across the state depend on our roads to travel every single day, and I’ve been working to secure support for… https://t.co/k06Vx2qoPt",Joni Ernst ,R,IA 
96,#ICYMI: I met with the hardworking producers at WW Homestead Dairy in Allamakee County and toured their family-owne… https://t.co/40TK0Ei24z,Joni Ernst ,R,IA 
97,Good news: @CDCgov announced @IAPublicHealth is an award recipient for the BOLD Infrastructure for Alzheimer’s Act!… https://t.co/ybeJ8Hsjwx,Joni Ernst ,R,IA 
98,"NEW: @fema assistance is now available for Iowans in Greene, Grundy, Guthrie, Hardin, Iowa, Jackson, and Washington… https://t.co/rIHtROBI5B",Joni Ernst ,R,IA 
99,"GREAT news for Iowa—our biofuel community, farmers, and economy. This is what I’ve been pushing for since we secure… https://t.co/tUwHxDsU3t",Joni Ernst ,R,IA 
100,"Congratulations to @USArmy Sergeant Major Thomas “Patrick” Payne for receiving the Medal of Honor, the highest mili… https://t.co/iDEmu8z8qV",Joni Ernst ,R,IA 
101,"In the midst of violent protesting across the country, attacks against law enforcement have increased. That's why I… https://t.co/DT59haV2GF",Joni Ernst ,R,IA 
102,I’ve heard from farmers that the increased prices in steel would add millions in costs for them to rebuild followin… https://t.co/Gvpl581ITn,Joni Ernst ,R,IA 
103,"On the 19th anniversary of the 9/11 attacks, I’m proud to join @SenatorHassan to bring us one step closer to establ… https://t.co/qTI7O6kDzm",Joni Ernst ,R,IA 
104,"The #derecho has devastated communities across Iowa, including the Meskwaki Nation, which is why I urged the admin… https://t.co/lMT6Q8tcoJ",Joni Ernst ,R,IA 
105,"We will always honor the heroes and the men and women – moms and dads, grandparents, neighbors, and friends – we lo… https://t.co/wL9ickqyIO",Joni Ernst ,R,IA 
106,"THIS WEEKEND: In response to the August #derecho, free pet food will be distributed at 7241 Washington View Parkway… https://t.co/Bdt931fdLt",Joni Ernst ,R,IA 
107,"Our farmers and agricultural workers have been hit hard by #COVID19, and they're counting on Congress for help. By… https://t.co/OL9Pc3UbZB",Joni Ernst ,R,IA 
108,"Whether it’s Iowa farmers, families, unemployed folks, #smallbiz, or child care providers, more support is needed t… https://t.co/0tfif1Pdsr",Joni Ernst ,R,IA 
109,"Between #COVID19 and the #derecho, Iowans have been faced with unprecedented challenges and many are struggling wit… https://t.co/X6g75uRRQR",Joni Ernst ,R,IA 
110,"Iowans know what’s best for Iowa, and there’s truly no better way to bring their voices and ideas with me to Washin… https://t.co/bvqSN8S6R8",Joni Ernst ,R,IA 
111,"I spoke with the folks from @iowahospital to discuss the critical work of our health workers and hospitals, in rura… https://t.co/rEFxE0AfFz",Joni Ernst ,R,IA 
112,"This year’s #99CountyTour made it clear: Iowans need relief.

It’s time for Dems to come to the table—in good faith… https://t.co/NOeQkkmaAn",Joni Ernst ,R,IA 
113,"As the daughter of a farmer, I will always fight relentlessly for Iowa agriculture no matter what challenge we migh… https://t.co/VKPezJewae",Joni Ernst ,R,IA 
114,Iowans in Jones County working to rebuild from the #derecho are encouraged to report damage to @fema. Visit the lin… https://t.co/lV5CEjMwJY,Joni Ernst ,R,IA 
115,"Beginning later this month, my staff will once again be hosting traveling office hours across all of Iowa’s 99 coun… https://t.co/T5C98uMibQ",Joni Ernst ,R,IA 
116,"Religious freedom is a fundamental right for people across the globe, and the United States has been a leader in pr… https://t.co/0GIHURBgXl",Joni Ernst ,R,IA 
117,".@TheJusticeDept is awarding funds to Waypoint Services for Women, Children and Families in Cedar Rapids, an org wo… https://t.co/ZCnzh8hlcI",Joni Ernst ,R,IA 
118,The brave men and women in the @NationalGuard have played an instrumental role in helping our communities during… https://t.co/bQn6sqwua4,Joni Ernst ,R,IA 
119,The admin has signaled it will not appeal the 10th Circuit decision to SCOTUS. This is something I’ve long called f… https://t.co/aV45xWy9gh,Joni Ernst ,R,IA 
120,"To appeal a @fema individual assistance application, Iowans can call (800) 621-3362 to discuss their situation and… https://t.co/LoudE2z1qk",Joni Ernst ,R,IA 
121,TOMORROW: @ISUExtension will be holding a Virtual Ag Coffee at 9 AM CT to discuss the impacts of the #derecho and o… https://t.co/5rUNAJnqLT,Joni Ernst ,R,IA 
122,RT @IvankaTrump: Big news! $15B in NEW childcare funding in the Republican Senate bill to support American families + help them return to w…,Joni Ernst ,R,IA 
123,"I worked across the aisle to strengthen conservation programs in the #FarmBill, and it's critical that Iowa's farme… https://t.co/DdCB0zklx7",Joni Ernst ,R,IA 
124,"RT @SenateGOP: A derecho storm—packing the power of a hurricane—tore through the Midwest last month.
 
As the devastated communities work t…",Joni Ernst ,R,IA 
125,"2020 has been a tough year for folks in every county of our state, but even in these challenging times, it’s my job… https://t.co/KO7MFuAynt",Joni Ernst ,R,IA 
126,The Iowa Storm Help Resource Center located at 4001 1st Avenue SE in Cedar Rapids is continuing to provide assistan… https://t.co/qNUZ7Y5Nwp,Joni Ernst ,R,IA 
127,"As part of #SuicidePreventionMonth, @DeptVetAffairs’ #BeThere campaign is a way to support vets battling depression… https://t.co/OP4Tju04OK",Joni Ernst ,R,IA 
128,Today we recognize the hardworking Iowans and Americans whose contributions continue to strengthen our state and na… https://t.co/cNfVFnIoJ5,Joni Ernst ,R,IA 
129,"We lose too many veterans to suicide. One of my top priorities has been combatting this issue, and this… https://t.co/mOxDpUA8TN",Joni Ernst ,R,IA 
130,".@IAGovernor will reopen the Iowa Small Business Relief Grant Program on Sept. 10th for bars, taverns, &amp; other esta… https://t.co/Mw0nFWfrRc",Joni Ernst ,R,IA 
131,".@USDA_NRCS is using funds to assist farmers with seeding cover crops, replacing roofs, and repairing high tunnel s… https://t.co/kwl7Vkn5GY",Joni Ernst ,R,IA 
132,"Farmers in Benton, Boone, Cedar, Clinton, Dallas, Guthrie, Hamilton, Hardin, Jasper, Johnson, Jones, Linn, Marshall… https://t.co/OBAr6QcPkj",Joni Ernst ,R,IA 
133,LINN COUNTY: The #derecho debris drop-off site located at 1st Street NW and I Avenue in Cedar Rapids is scheduled t… https://t.co/q0FQBRWv3i,Joni Ernst ,R,IA 
134,"Every year, my #99CountyTour gives me the opportunity to hear directly from Iowans in every corner of our state so… https://t.co/ebNga9GKkZ",Joni Ernst ,R,IA 
135,"Ankeny is home to a new KinderCare facility! It was great to see it firsthand &amp; hear from their employees.

We know… https://t.co/ZV1ee8Nv37",Joni Ernst ,R,IA 
136,"NEW: The IRS has extended tax deadlines to December 15th for Iowans in Benton, Boone, Cedar, Jasper, Linn, Marshall… https://t.co/ANpw8WwYcL",Joni Ernst ,R,IA 
137,Farmers and landowners who have sustained damage to a watershed from the #derecho can apply for assistance from… https://t.co/3PXjFkKhAi,Joni Ernst ,R,IA 
138,"Iowans in Benton, Boone, Cedar, Jasper, Linn, Marshall, Polk, Poweshiek, Scott, Story, and Tama Counties who paid f… https://t.co/R46m9rFaYC",Joni Ernst ,R,IA 
139,Ended my #HomegrownWeek at Performance Livestock Analytics in Ames to hear about their innovation in helping farmer… https://t.co/LskSMKZpbe,Joni Ernst ,R,IA 
140,"Next #HomegrownWeek stop: Ellsworth! I visited @eagles_catch, an aquaculture facility specializing in tilapia produ… https://t.co/k4Ak6eJbJJ",Joni Ernst ,R,IA 
141,"Iowa’s farmers were hit hard by the #derecho &amp; are in need of relief as they work to rebuild. TODAY in Radcliffe,… https://t.co/AcTNl4BRwg",Joni Ernst ,R,IA 
142,Made my final #99CountyTour stop in Hardin Co. at Stolee Farms to visit their wetland supported by @IADeptAg &amp;… https://t.co/vdlzksn4Hr,Joni Ernst ,R,IA 
143,In Hardin County for my last stop of my #99CountyTour for 2020! #HomegrownWeek https://t.co/tjEFKdw8I5,Joni Ernst ,R,IA 
144,"Exploiting peaceful protests to promote lawlessness is wrong, and Iowans shouldn’t foot the bill for the destructio… https://t.co/0aSei4N2gL",Joni Ernst ,R,IA 
145,"RT @IAGovernor: Taking off with @SecretarySonny, @IowaNatGuard, @SenJoniErnst, and @IADeptAG to tour storm damage following #derecho2020! A…",Joni Ernst ,R,IA 
146,"NEW: @SBAgov #derecho recovery assistance is now available for individuals and businesses in Benton, Boone, Cedar,… https://t.co/4MgUBoO4S6",Joni Ernst ,R,IA 
147,"Army Ranger Lester Cook dedicated his life to the service of our nation, and my prayers have been with his loved on… https://t.co/sDE6q1l3vZ",Joni Ernst ,R,IA 
148,"In Cedar Rapids, @ChuckGrassley and I heard from a number of non-profit leaders about their challenges and efforts… https://t.co/D5uXZgfpnt",Joni Ernst ,R,IA 
149,Thanks to the Driftless @YoungFarmers Coalition for hosting me today in Winneshiek County. We had a great discussio… https://t.co/4AtS3HlZJ0,Joni Ernst ,R,IA 
150,TODAY: A new @fema Disaster Recovery Center is now open in Linn County to help Iowans with #derecho assistance appl… https://t.co/eFoWO61yd6,Joni Ernst ,R,IA 
151,I met with the hardworking owners of WW Homestead Dairy in Allamakee Co. &amp; toured their family-owned #smallbiz. The… https://t.co/GSvIkzSWzH,Joni Ernst ,R,IA 
152,"Continuing my #HomegrownWeek in Howard Co. where I visited @PlantpeddlerInc in Cresco, a recently-expanded fresh fl… https://t.co/6JyIIO3oQA",Joni Ernst ,R,IA 
153,We’ll continue fighting to make sure Iowans who have been affected are getting the help they need to recover from t… https://t.co/1nIeLgksmw,Joni Ernst ,R,IA 
154,@ChuckGrassley &amp; I have been working with @IAGovernor and the administration to get federal assistance to the state… https://t.co/kMDX2i3Kle,Joni Ernst ,R,IA 
155,"Iowans have been hit hard by the recent derecho; I’ve heard their stories and seen the damage to homes, crops, busi… https://t.co/08s2HKwMyA",Joni Ernst ,R,IA 
156,"As Iowans continue to rebuild and recover from the #derecho, my staff and I are here to help connect folks with res… https://t.co/ksoa94CmmG",Joni Ernst ,R,IA 
157,Mask up Iowa! Let’s all do our part to slow the spread of #COVID19. https://t.co/yRKY7pFeNq,Joni Ernst ,R,IA 
158,After urging @USDA to continue granting our schools flexibility during #COVID19 to ensure Iowa’s children receive t… https://t.co/czJw6GqxEt,Joni Ernst ,R,IA 
159,My #HomegrownWeek rolls on in Floyd Co. where I visited the Northeast Research Farm to hear about their collaborati… https://t.co/j1jAYIUFey,Joni Ernst ,R,IA 
160,"Iowa’s rural communities are great places to live &amp; raise a family. To give more folks that opportunity, broadband… https://t.co/Sbsq10i9Ys",Joni Ernst ,R,IA 
161,.@USDA has designated 13 counties in Iowa as primary natural disaster areas due to the intense drought that has red… https://t.co/45QnArIPnl,Joni Ernst ,R,IA 
162,Residents in Linn County who are working to recover from the #derecho can apply for the Disaster Supplemental Nutri… https://t.co/sV4U53K0Mb,Joni Ernst ,R,IA 
163,Wrapped up day 1️⃣ of my #HomegrownWeek with farmers at Black Hawk Corn &amp; Soybean Dinner hosted by @iowa_corn. It’s… https://t.co/w046wCDpVz,Joni Ernst ,R,IA 
164,Biofuels are key to Iowa’s economy. It’s why I fight relentlessly for our ethanol &amp; biodiesel producers. Today at P… https://t.co/MJdvl8Rsfy,Joni Ernst ,R,IA 
165,Iowa is home to more than 200K veterans. Today I met with folks at the Family Alliance for Veterans of America in W… https://t.co/WJYwuGk1aL,Joni Ernst ,R,IA 
166,I grew up on a hog farm in Southwest Iowa and know firsthand the hard work and dedication required. As part of my… https://t.co/oH9Qu17Fdk,Joni Ernst ,R,IA 
167,My #HomegrownWeek continues! I visited Prestage Foods in Wright Co. to hear how our pork processors have been adapt… https://t.co/KD8S6KTJ5e,Joni Ernst ,R,IA 
168,Kicked off my #HomegrownWeek in Kossuth County to hear from folks at @SuidaeHP in Algona about their work to promot… https://t.co/grRtbjZqzo,Joni Ernst ,R,IA 
169,I’m kicking off the final stretch of my #99CountyTour for 2020 with #HomegrownWeek to hear about the challenges and… https://t.co/nWCymcxjx2,Joni Ernst ,R,IA 
170,Iowa’s small businesses have experienced major losses due to the #derecho. @SBAgov’s virtual Disaster Loan Outreach… https://t.co/mz0QBP7qSz,Joni Ernst ,R,IA 
171,"We might get knocked down, but us Iowans, we get back up, and we keep fighting, day after day.
 
My column in… https://t.co/J37Xs5TCwv",Joni Ernst ,R,IA 
172,"As a combat veteran myself, I've made it a priority to address the veteran suicide crisis. @DeptVetAffairs is partn… https://t.co/HRCWyKxexR",Joni Ernst ,R,IA 
173,"🚨 Attention farmers: The deadline to apply for @USDA’s Coronavirus Food Assistance Program is September 11, 2020. O… https://t.co/xYgvL98fJe",Joni Ernst ,R,IA 
174,"While I was in Bedford, @VP Pence called to check in on Iowans and discuss the importance of ensuring our #smallbiz… https://t.co/vHdnbqclVx",Joni Ernst ,R,IA 
175,Next #99CountyTour stop: Taylor County! I heard from #smallbiz in Bedford and helped celebrate the grand opening of… https://t.co/JtgrH1NvbO,Joni Ernst ,R,IA 
176,Assistance is available for Iowans who have been impacted by the #derecho and are struggling with mental health iss… https://t.co/IJggzm56ab,Joni Ernst ,R,IA 
177,"In Page Co., I heard from the hardworking folks at @lislecorp, a family-owned business that's been manufacturing sp… https://t.co/d0BjNEnDtw",Joni Ernst ,R,IA 
178,To appeal a @fema #derecho assistance decision regarding determined eligibility or the form of help they’ve provide… https://t.co/HNAGBunquF,Joni Ernst ,R,IA 
179,"It's critical that Iowa’s farmers have access to new markets for their products, &amp; I’ve been working with the admin… https://t.co/KtCCQ5p2bm",Joni Ernst ,R,IA 
180,.@DHSgov is now offering Disaster Supplemental Nutrition Assistance Program benefits for residents of Linn County i… https://t.co/Ah8RPMzjjc,Joni Ernst ,R,IA 
181,"In times of need, Iowans will always help out their fellow Iowans. I’m so proud of our state and the way we respond… https://t.co/gDpJiFByQs",Joni Ernst ,R,IA 
182,"In Keokuk County, I met with folks from Sigourney Economic Development and heard from local #smallbiz about how the… https://t.co/kJo3C64fj2",Joni Ernst ,R,IA 
183,NEW: The Iowa Derecho Storm Resource Page distribution center has moved to 4001 1st Ave SE in Cedar Rapids. They ar… https://t.co/aMyt45yFTN,Joni Ernst ,R,IA 
184,Next #99CountyTour stop: Washington Co.! I visited w/local leaders &amp; #smallbiz to hear about how they’re doing duri… https://t.co/JuO9keHZwY,Joni Ernst ,R,IA 
185,.@ISUExtension is providing resources to farmers and producers impacted by the #derecho as part of their “Stress on… https://t.co/tZQX2geUQe,Joni Ernst ,R,IA 
186,"In Des Moines Co., I visited Hope Haven to hear how they‘re providing assistance to disabled Iowans &amp; folks struggl… https://t.co/KyaQxtqyi5",Joni Ernst ,R,IA 
187,First #99CountyTour stop of the day: Louisa County! I took a tour of the Wapello Solar Project — the largest solar… https://t.co/GZ6Rk31nsj,Joni Ernst ,R,IA 
188,Iowans who have sustained damage to their property from the #derecho — including losses not covered by insurance —… https://t.co/AZF6uZNYP7,Joni Ernst ,R,IA 
189,"In Wapello Co., I heard from local leaders about how they‘re working to address our child care crisis that’s only w… https://t.co/iXiksAuCSA",Joni Ernst ,R,IA 
190,I met w/members of the Fairfield Economic Development Assoc. &amp; Early Childhood Iowa in Jefferson Co. to hear how th… https://t.co/UtMd7oywUf,Joni Ernst ,R,IA 
191,"Our farmers feed &amp; fuel the world, and protecting their mental health is critically important. I’m continuing my wo… https://t.co/SNTPe3ebF7",Joni Ernst ,R,IA 
192,"In Benton County, I helped celebrate the @IowaRegents transfer of ownership of the Iowa Braille and Sight Saving Sc… https://t.co/2LrXqyqGld",Joni Ernst ,R,IA 
193,Fair market access for our dairy industry was a key pillar of the #USMCA. I’m calling on @USDA and @USTradeRep to h… https://t.co/Jd9iQIiuqQ,Joni Ernst ,R,IA 
194,"The final round of curbside pick-up in Iowa City for #derecho debris will begin next Monday, August 31st. Click the… https://t.co/zmvbHCUliB",Joni Ernst ,R,IA 
195,"As part of @AARP's Livable Communities initiative, The City of Afton and HOME, Inc. in Des Moines have been awarded… https://t.co/tAMa39GNuw",Joni Ernst ,R,IA 
196,"As a combat veteran, mother, and U.S. senator, I’ve seen the remarkable contributions women make across Iowa and ou… https://t.co/MDAXtrIeEd",Joni Ernst ,R,IA 
197,"Every time I visit the @ISUResearchPark, I'm blown away by its cutting edge facilities and top-tier talent. Today’s… https://t.co/rYHYx8UpFX",Joni Ernst ,R,IA 
198,4️⃣ locations in Linn County are now open for Iowans to drop off #derecho debris for free between 7am and 7pm every… https://t.co/Y3bbyyLtUP,Joni Ernst ,R,IA 
199,"I joined @SBA_Iowa to present @SBAgov’s Small Business Person of the Year award to Sabetha Mumm, owner of Dance Vis… https://t.co/xY2uxZePOU",Joni Ernst ,R,IA 
0,Thank,Chuck Grassley ,R,IA 
1,Just heard my friend and colleague in first debate and Senator Ernst was clear winner. Her closing was exceptionally strong,Chuck Grassley ,R,IA 
2,One of last flowers to bloom at Grassley farm. Good for two more weeks til frost comes @ Iowa https://t.co/1issMxtRS7,Chuck Grassley ,R,IA 
3,Judge Barrett is an inspiring American+highly respected jurist She’s an excellent choice for Supreme Ct When hearin… https://t.co/rgNNM8aOwT,Chuck Grassley ,R,IA 
4,Two pods fr two different fields #soybeanwatch The one on left is mature enough &amp; that fields being harvested. Pod… https://t.co/993iOAsHwt,Chuck Grassley ,R,IA 
5,I introd bipartisan Accelerating Kids’ Access to Care Act to increase health care access incl across state lines fo… https://t.co/jWZKayCIT6,Chuck Grassley ,R,IA 
6,Pres Trump made clear he &amp; the GOP stand on the side of no surprise bills+protections for preexisting conditions+mo… https://t.co/hNak93428r,Chuck Grassley ,R,IA 
7,As senate president pro tem I was honored to pay my respects 2day to Justice Ginsburg. She led a remarkable life &amp;s… https://t.co/aNhTzQuwyh,Chuck Grassley ,R,IA 
8,Just posted a photo @ Supreme Court of the United States https://t.co/HqgvIALgc9,Chuck Grassley ,R,IA 
9,Q&amp;A w the Greater Des Moines Partnership for their 41st annual #DMDC issues: immigration nutrition edu infrastructu… https://t.co/9ZC4ZYmrSQ,Chuck Grassley ,R,IA 
10,1st day of harvest on the Grassley farm #cornwatch I’ll report regularly on how harvest goes Obviously Robin &amp; Pat… https://t.co/LQVjpUDp1i,Chuck Grassley ,R,IA 
11,Met w members of the Public-Private Partnership Advisory Council to End Human Trafficking including Teresa Davidson… https://t.co/Ujdkdekgvn,Chuck Grassley ,R,IA 
12,Democrats caved to Republican pressure &amp; put back CCC money in bill to prevent govt shutdown to help our farmers Th… https://t.co/ikWtGapDil,Chuck Grassley ,R,IA 
13,Democrats blocking CCC $$ will break govt promise to the farmers Iowa is a top state for CRP payments &amp; USDA won’t… https://t.co/leTtphamNx,Chuck Grassley ,R,IA 
14,I just heard the Democratic leader say on the Senate floor I wouldn’t even meet w Judge Garland WRONG I had a pleas… https://t.co/hfpNJrXnGz,Chuck Grassley ,R,IA 
15,Tough yr 4 farmers across the Midwest &amp; Spkr Pelosi said CCC funding is a Republican ask &amp; House Dems didn’t includ… https://t.co/1CokNZctvH,Chuck Grassley ,R,IA 
16,Democrats don’t like that the American ppl elected Pres Trump &amp; GOP Senate in 2016+2018 Democrats threatening to el… https://t.co/pFdeobAi9s,Chuck Grassley ,R,IA 
17,With a divided govt in 2016 there was ambiguity about what the American ppl wanted for the direction of the Supreme… https://t.co/WTZhWa5hRw,Chuck Grassley ,R,IA 
18,The decision whether to hold a hrg/vote on a SupCt nominee is made by the Judic Cmte Chair+ Majority Ldr &amp; they hav… https://t.co/q460qQFwq8,Chuck Grassley ,R,IA 
19,The pidgins life that ended near Grassley farm this wknd hailed from the Sheboygan flying club in Wisconsin I stand… https://t.co/6iknOHC2aM,Chuck Grassley ,R,IA 
20,HOGWASH alert: House Dems filed funding bill notably excl Commodity Credit Corp $$. Replenishing CCC has long been… https://t.co/bN9mqVAth6,Chuck Grassley ,R,IA 
21,MoValley conference volleyball coaches are meeting this week to decide on playing.  I’m one rather insignificant fa… https://t.co/d0FQMfiul2,Chuck Grassley ,R,IA 
22,https://t.co/OvK2P1IRX5,Chuck Grassley ,R,IA 
23,But in case of this pidgin i could actually pick up bird.  No life whatsoever,Chuck Grassley ,R,IA 
24,I assumed deer dead bc it was night and no carcas,Chuck Grassley ,R,IA 
25,If u lost ur pet pidgin /it’s dead in front yard my Iowa farm JUST DISCOVERED here r identifiers Right leg Blue 202… https://t.co/fcaCZtoDjo,Chuck Grassley ,R,IA 
26,Yesterday CMS boosted incentives for home dialysis &amp; transplantation. HHS also finalized a rule 2 cover more expens… https://t.co/P6aoyR3R7j,Chuck Grassley ,R,IA 
27,"Justice Ginsburg fought tirelessly for gr8er justice, equality &amp;opportunity for all ppl. She was a trailblazer in s… https://t.co/a6TcCz2iLb",Chuck Grassley ,R,IA 
28,IA farmers on Monday can apply for next round of coronavirus related losses at USDA &amp; now includes turkey producers… https://t.co/WshWbRfRKj,Chuck Grassley ,R,IA 
29,I was just shown a tweet abt my friend &amp; colleague Sen Ernst in a left-wing magazine The New Republic should be ash… https://t.co/JZ2NxJJxVE,Chuck Grassley ,R,IA 
30,House Democrats passed bill to overturn 27 states Right to Work laws incl Iowa. The pro act would harm workers who… https://t.co/2AniojZoIF,Chuck Grassley ,R,IA 
31,Just posted a photo @ United States House of Representatives https://t.co/PEXEholsy2,Chuck Grassley ,R,IA 
32,An early morning birthday surprise (dq ice cream cake) from Senator Ernst. Thx Joni! youre a gr8 partner for me as… https://t.co/zD2Zr6zhwE,Chuck Grassley ,R,IA 
33,Bipartisan group in House proposed compromise plan to restart negotiations but Speaker Pelosi rejected out of hand.… https://t.co/1Y5zk5h9ZD,Chuck Grassley ,R,IA 
34,Gr8 to hear that CMS values better Medicaid data. T-MSIS is a game changer for transparency but only if states repo… https://t.co/hwGavg2qd5,Chuck Grassley ,R,IA 
35,Sen Ernst &amp;I wrote DOJ/fed trade commission to share concerns Iowans hv abt possible price gouging targeting Iowans… https://t.co/j0Rx6AENit,Chuck Grassley ,R,IA 
36,Big 10 football is coming back in October Gr8 news! now I just need UNI panther football/volleyball to resume &amp; im… https://t.co/1kyluhTHc9,Chuck Grassley ,R,IA 
37,Just posted a photo @ The White House https://t.co/sWozru5lQI,Chuck Grassley ,R,IA 
38,Proud to attend the signing of the Abraham Accords at the White House. An historic event for peace in the Middle Ea… https://t.co/TA7XChXtKR,Chuck Grassley ,R,IA 
39,I’m heading to the White House in my corn mask to show my support of recent biofuels announcements by Pres Trump… https://t.co/IGuVcYtXvI,Chuck Grassley ,R,IA 
40,there were many good Iowa BUILD Grant applications This yr Iowa received 2 Dept of Transportation awards to Coralvi… https://t.co/zNzR4RY94V,Chuck Grassley ,R,IA 
41,"Talked w Iowa Pork Producers about price transparency, trade, African Swine fever, customs &amp; border patrol funding,… https://t.co/wkPT4ZDvlw",Chuck Grassley ,R,IA 
42,on the heels of infrastructure announcement allowing e15 at e10 pumps @realDonaldTrump makes another BIG announceme… https://t.co/gym6lncxq1,Chuck Grassley ,R,IA 
43,Once again I compliment Amb Terry Branstad for his outstanding service as ambassador to China It continued his dedi… https://t.co/FmzezkfuBL,Chuck Grassley ,R,IA 
44,This ear of corn is developed &amp; will soon be ready for harvest #cornwatch @ Iowa https://t.co/ncVVEYbClI,Chuck Grassley ,R,IA 
45,I’m watching Iowa state play Louisiana. If big 12 can do it why can’t big 10.  If @realDonaldTrump could do by exec… https://t.co/X4E4Reb0bj,Chuck Grassley ,R,IA 
46,Less than a month after the historic agreement between UAE and Israel @realdonaldtrump pulled off a deal for Bahrai… https://t.co/0k9IMuhpVp,Chuck Grassley ,R,IA 
47,Pres Trump has once again shown that he’s an ethanol supporter by eliminating a lot of red tape that has stood in t… https://t.co/7VEKao4wqC,Chuck Grassley ,R,IA 
48,"Spoke to the NAIFA Iowa state convention about retirement, financial planning + other policy issues @ Cedar Falls,… https://t.co/OsWq644S0l",Chuck Grassley ,R,IA 
49,Congrats to Linda Upmeyer for being named to Ex-Im advisory cmte to represent agriculture. Linda served as frmr IA… https://t.co/y7D9Mq5O7a,Chuck Grassley ,R,IA 
50,Pres Trump updated disaster proclamation from derecho w 23 counties eligible to receive public assistance &amp; declare… https://t.co/Qvwz8Tmfdg,Chuck Grassley ,R,IA 
51,Once a yr on 9/11 media runs pictures from that day of destruction It’s a horrible thing to think about those death… https://t.co/TD7T3cmhUv,Chuck Grassley ,R,IA 
52,By blocking this relief legis Democrat politicians are showing once again they care more about hurting… https://t.co/Vh1UfAIC65,Chuck Grassley ,R,IA 
53,2day Ernst &amp;I wrote Commerce Scty to lift 232 tariffs for steel needed to rebuild Iowa aftr Derecho. many Iowans sa… https://t.co/2WvRe5KQqx,Chuck Grassley ,R,IA 
54,2day GOP led Senate confirmed 3 district judges More proof that judicial confirmations are a top priority for GOP m… https://t.co/iQIObiFCyX,Chuck Grassley ,R,IA 
55,Glad to join virtual ribbon cutting for the new VA clinic in Cedar Rapids The old clinic was damaged by the derecho… https://t.co/kLhtJLdiKY,Chuck Grassley ,R,IA 
56,When we locked down &amp;counted on grocery stores 2hv full shelves it was farmers &amp;frontline ag workers who answered t… https://t.co/N7Jlwpu8Px,Chuck Grassley ,R,IA 
57,Surely democrats don’t want to explain to the unemployed why they should not receive $300 from the federal Govt on… https://t.co/EkvyHnIqqc,Chuck Grassley ,R,IA 
58,I joined Elizabeth MacDonald on Fox Business to talk about the transparency needed from the federal bureaucracy bef… https://t.co/9WeSbr7kPS,Chuck Grassley ,R,IA 
