,tweet,politican,Party,State
56,"RT @ASUBiodesign: FREE drive-thru #Covid19 saliva testing, in partnership w/
@AZDHS 

Week of 9/7 - 9/13
*New testing sites added*

Registe…",Martha McSally ,R,AZ 
57,Federal lifelines like the Paycheck Protection Program have helped set Arizona up for a strong economic recovery. https://t.co/hDsYNmajRn,Martha McSally ,R,AZ 
58,"Happy #LaborDay, Arizona! Our jobs numbers are on the rise and I’m continuing to fight to help hardworking Arizonan… https://t.co/VpOB5xMjqa",Martha McSally ,R,AZ 
59,September is #SuicidePreventionMonth. Reach out to the veterans in your life by sending a text and checking in. Let… https://t.co/DP7TeEcBAr,Martha McSally ,R,AZ 
60,"The Rio Reimagined Project is moving forward! This project will not only restore our river’s ecosystem, but it will… https://t.co/G4WmmIYiko",Martha McSally ,R,AZ 
61,Arizona companies like @UrbixResources in Mesa are leading the way with graphite purification technology. I'll keep… https://t.co/iuUK6KQqIZ,Martha McSally ,R,AZ 
62,"Over 1 million Arizona jobs were saved by the Paycheck Protection Program! Last Saturday, I visited with… https://t.co/4zj7F4kSoa",Martha McSally ,R,AZ 
63,NEW: COVID-19 has sharpened the digital divide in AZ’s Native American communities. Our new bill will help bridge t… https://t.co/NQ49WtxGGX,Martha McSally ,R,AZ 
64,"Great August jobs report with 1.4M jobs added to the economy! 📈 

https://t.co/9s5RCc16Rw",Martha McSally ,R,AZ 
65,AZ communities know their people &amp; needs best. I worked with @SenDanSullivan to secure the greater flexibility our… https://t.co/FrXFLPdlgN,Martha McSally ,R,AZ 
66,".@UArizona's AZ HEROES project is looking for frontline workers to take a free, weekly COVID-19 test at home to hel… https://t.co/abaXjrmgRF",Martha McSally ,R,AZ 
67,Early childhood literacy programs like those offered through @AZFTF set our kids and our state up for a prosperous… https://t.co/M3zyEu6pd1,Martha McSally ,R,AZ 
68,"NEWS: After I wrote to @USTreasury, they updated their guidance to allow greater local flexibility to AZ communitie… https://t.co/dCNSwPa6D5",Martha McSally ,R,AZ 
69,Happy 155th birthday to our @AZNationalGuard! Thank you to our Citizen-Soldiers and Airmen for always showing up to… https://t.co/X2Gd0U0hlT,Martha McSally ,R,AZ 
70,"On #VJDay75, we honor the service and sacrifice of our Greatest Generation who won #WWII. Read the incredible stori… https://t.co/uyx6nkTybj",Martha McSally ,R,AZ 
71,HAPPENING NOW: my telephone town hall with @RepDLesko! Call 855-962-1520 to ask us a question. https://t.co/47v0ypQcGL,Martha McSally ,R,AZ 
72,I toured @UrbixResources graphite processing facility in Phoenix today to see how they are helping reduce our count… https://t.co/W9hXot34QV,Martha McSally ,R,AZ 
73,The Rio Reimagined project will bring new life to the Salt &amp; Gila Rivers by transforming underutilized areas &amp; crea… https://t.co/j2IHTEaPGj,Martha McSally ,R,AZ 
74,NEW: I am pleased to report that @PhxSkyHarbor will receive over $4.5M in CARES Act funding as part of a larger $18… https://t.co/U3yIfxKkOU,Martha McSally ,R,AZ 
75,Join me in celebrating the dedication of the Rio Reimagined Project at @ASU! Tune in live at 11am AZ ➡️https://t.co/1Q72QJrXGM,Martha McSally ,R,AZ 
76,NOW: I'm hosting a telephone town hall with @RepAndyBiggsAZ. Call 855-962-1520 to join the conversation and ask us… https://t.co/5xO5pZkL7O,Martha McSally ,R,AZ 
77,"RT @ASUBiodesign: FREE #Covid19 saliva testing, in partnership w/@AZDHS
*New testing site added: Flagstaff*

Register: https://t.co/4K3lmgR…",Martha McSally ,R,AZ 
78,This is a big win for AZ seniors! I’ve been advocating for equal access to new medical technologies for AZ seniors… https://t.co/t2gQvetNqF,Martha McSally ,R,AZ 
79,Another #PPP success story! Small business owners Diane and Sean Babb were able to keep their two businesses—Pralin… https://t.co/j77ycGePbg,Martha McSally ,R,AZ 
80,Wonderful visiting the French Hen Boutique in Prescott today. Owner Tracy Homer was able to safely reopen her shop… https://t.co/WXZjWI138V,Martha McSally ,R,AZ 
81,Tucson lost a legend today. My prayers are with the Olson family. https://t.co/jTnqnvlHS6,Martha McSally ,R,AZ 
82,"My heart and prayers go out to the fallen officer’s family and the Tohono O’odham Nation today.
https://t.co/3dUGvUwzO1",Martha McSally ,R,AZ 
83,"Open your eyes, America. This is what I have been warning about. Our adversary China is now risking U.S. lives by t… https://t.co/3xZqQD372L",Martha McSally ,R,AZ 
84,Exciting news: Abbott labs received FDA approval for its new rapid COVID-19 antigen test that delivers results in 1… https://t.co/L5sMmDsybC,Martha McSally ,R,AZ 
85,"TODAY, I'm hosting a telephone town hall with @RepGosar at 1:10PM AZ to hear about issues impacting your family and… https://t.co/aGbfpauEiM",Martha McSally ,R,AZ 
86,"Today, we celebrate the 100th anniversary of the adoption of the 19th Amendment giving women the right to vote. We… https://t.co/kdFoS5fjsX",Martha McSally ,R,AZ 
87,Happy #NationalDogDay from Boomer and me! 🐶 ❤️ https://t.co/O7pjKdDKNH,Martha McSally ,R,AZ 
88,It was an honor to present Army veteran Michael Letcher with his well-deserved Purple Heart today. This award is a… https://t.co/VHanl8VOTA,Martha McSally ,R,AZ 
89,My prayers are with Lute Olson and his family tonight. https://t.co/DpaPYhcdXG,Martha McSally ,R,AZ 
90,Happy 104th birthday to our beautiful national parks! The National Park Service is celebrating with FREE entry to a… https://t.co/tVVXy2aPcU,Martha McSally ,R,AZ 
91,Today we remember the passing of an American hero and great Arizonan: Senator John McCain. He sacrificed so much fo… https://t.co/OASjW5wnq1,Martha McSally ,R,AZ 
92,It's not too late to join! Call 855-962-1520 to ask @RepDLesko and me a question. https://t.co/xDrdCkdv5g,Martha McSally ,R,AZ 
93,"Today is #NationalHydropowerDay! As chair of the Water and Power Subcommittee, I have prioritized federal policies… https://t.co/95kCflLA7e",Martha McSally ,R,AZ 
94,Our bill will give La Paz County officials greater control over land management decisions in their own community an… https://t.co/clbTwg7xqv,Martha McSally ,R,AZ 
95,"The pro-America USMCA creates new opportunities for Arizona farmers, ranchers, and manufacturers to prosper. The im… https://t.co/r8XRA2gZUb",Martha McSally ,R,AZ 
96,"Good news: Tucson’s tech hub is growing!
https://t.co/nb5LBb1Avo",Martha McSally ,R,AZ 
97,Thank you to our incredible @AZNationalGuard! https://t.co/apIRh0Hq91,Martha McSally ,R,AZ 
98,"RT @dougducey: Arizonans interested in #COVID19 testing can find information on more than 400 testing sites, hours of operation, contact in…",Martha McSally ,R,AZ 
99,"RT @nfib_az: @SenMcSallyAZ meets with NFIB Arizona members at their virtual Fly-In event. ""NFIB Arizona members have been tirelessly workin…",Martha McSally ,R,AZ 
100,Great to see new investment in Arizona’s aging water systems. This funding will help provide safer drinking water. https://t.co/mMw611xWbM,Martha McSally ,R,AZ 
101,"We're asking the Treasury Secretary to grant greater flexibility for the use of CARES Act relief funds for state, l… https://t.co/jz4tpGHy7F",Martha McSally ,R,AZ 
102,"RT @NFIB: Thank you, @SenMcSallyAZ, for sharing with #Arizona #smallbiz owners your efforts to make sure Congressional issues, such as addi…",Martha McSally ,R,AZ 
103,Happy 245th Birthday to the Old Pueblo! 🥳🌵 https://t.co/8RNtgvd5G5,Martha McSally ,R,AZ 
104,Great speaking with Arizonans yesterday about what more we can do to further MS research. https://t.co/QZrmrWa2CA,Martha McSally ,R,AZ 
105,"RT @BroomheadShow: Coming up at 9:30am, @broomheadKTAR will talk with @SenMcSallyAZ about businesses and schools starting to reopen in AZ.…",Martha McSally ,R,AZ 
106,.@TumacacoriNPS received a grant through the #WomenInParks initiative to hire a bilingual intern who will research… https://t.co/vqq2a6Lj83,Martha McSally ,R,AZ 
107,"💧It's imperative that we protect the Colorado River’s water and my bill would help do just that.
 
More from @ASU's… https://t.co/7C9P4xgCKK",Martha McSally ,R,AZ 
108,"On #NationalAviationDay, we thank Arizona's incredible Airmen and women @LukeAFB and @DMAFB for keeping our skies s… https://t.co/mqjeeCPHvr",Martha McSally ,R,AZ 
109,Happening now! Call 855-962-1520 to ask a question and join our conversation. https://t.co/g1B47ZLsYn,Martha McSally ,R,AZ 
110,Did you know that China owes American families over $1.6 trillion from bonds issued in the early 1900s?… https://t.co/Sdqsr8nXw2,Martha McSally ,R,AZ 
111,Great to see @amazon creating new jobs in Arizona! https://t.co/7foStehBRs,Martha McSally ,R,AZ 
112,RT @WhiteHouse: President @realDonaldTrump is mobilizing America's full industrial power to make sure our medical workers and first respond…,Martha McSally ,R,AZ 
113,"RT @WhiteHouse: We are with you, Arizona! https://t.co/5n76yLFQYI",Martha McSally ,R,AZ 
114,The Arizona delegation &amp; I wrote to @USTradeRep asking him to protect Arizona business owners and consumers from un… https://t.co/I5xBtChT2t,Martha McSally ,R,AZ 
115,"Woman’s suffrage icon Susan B. Anthony was arrested &amp; fined for casting a ballot in the 1872 election, simply becau… https://t.co/Ulgi0H6f1H",Martha McSally ,R,AZ 
116,"Telehealth use by Medicare beneficiaries increased by over 11,000% during the pandemic. In March, I helped pass leg… https://t.co/Lh2XhJA4iT",Martha McSally ,R,AZ 
117,Pleased to see the newest federal task force office dedicated to solving cold cases involving missing and murdered… https://t.co/V56n9OYPiz,Martha McSally ,R,AZ 
118,".@realDonaldTrump, I am so deeply sorry for the loss of your brother Robert. Having just recently lost my brother,… https://t.co/kzv2M9enMT",Martha McSally ,R,AZ 
119,Our community health centers provide vital treatment to rural Arizonans. Thank you to all of our great CHC workers!… https://t.co/BM1Syl14IK,Martha McSally ,R,AZ 
120,"A week ago, @POTUS signed my veteran treatment court bill into law. Now, the @DeptVetAffairs can help expand these… https://t.co/tKgM5gnjkh",Martha McSally ,R,AZ 
121,"Arizona’s COVID-19 infection rate continues to drop! Let’s keep up the good work by continuing to:
😷 wear our masks… https://t.co/A2QwrLCNAY",Martha McSally ,R,AZ 
122,Great to see the Safeguarding America’s First Responders Act signed into law. Our bill will ensure families of firs… https://t.co/Tc63UikHll,Martha McSally ,R,AZ 
123,Must have been Chinese-made... https://t.co/kVXy2rlOju https://t.co/Gi0CM00A3Z,Martha McSally ,R,AZ 
124,"RT @NNVP_Lizer: We Love our Navajo Nation Codetalkers!!  @VP @SenMcSallyAZ @dougducey -@HHS_ASH #navajocodetalkerday
Ahéhee’ https://t.co/v…",Martha McSally ,R,AZ 
125,"Today, we salute the incredible Navajo Nation Code Talkers. These heroes employed their unique language to turn the… https://t.co/ULXXi8G3VV",Martha McSally ,R,AZ 
126,"China has taken advantage of America for far too long.
https://t.co/UpCmlPvhGL",Martha McSally ,R,AZ 
127,NEWS: @MarshaBlackburn &amp; I introduced a resolution demanding China repay the $1.6 trillion in defaulted debt it owe… https://t.co/pliBK7IxXY,Martha McSally ,R,AZ 
128,Chandler’s Medivant Healthcare is reviving generic drug manufacturing right here in the USA 🇺🇸. Great to tour their… https://t.co/7eeJL919sN,Martha McSally ,R,AZ 
129,The establishment of relations between our Israel and UAE allies is a historic breakthrough that will usher in a ne… https://t.co/NxUlo3TzYV,Martha McSally ,R,AZ 
130,Get the latest on my work in the Senate by subscribing to my e-newsletter. 👇🏼,Martha McSally ,R,AZ 
131,Arizonans whose jobs have been impacted by COVID-19 should be able to stay on their health insurance through the en… https://t.co/FE4jbuEw1Z,Martha McSally ,R,AZ 
132,RT @Kredo0: NEW: Congress Probes U.S. Reliance on Chinese Spy Drones -- Communist Party using technology to conduct espionage operations in…,Martha McSally ,R,AZ 
133,Far too many of our veterans lack adequate housing. We owe it to these heroes to ensure they have a roof over their… https://t.co/MNUZvr1H5E,Martha McSally ,R,AZ 
134,"In May, I introduced legislation to prohibit the use of federal funding for Chinese-made drones. Now, I am urging… https://t.co/CbhEIP69x3",Martha McSally ,R,AZ 
135,Good to see BLM’s HQ officially established in the West. Decisions about our public lands are best made by people w… https://t.co/S5k00YA8Fd,Martha McSally ,R,AZ 
136,"Around 15,000 Navajo families do not have electricity in their homes. Our bill would give desperately-needed relief… https://t.co/t0GFGBbKhI",Martha McSally ,R,AZ 
137,"✒️ ICYMI: My bill to expand veterans treatment courts was signed into law on Saturday! Now, more vets across our co… https://t.co/aJcVTVLqNX",Martha McSally ,R,AZ 
138,"Some good news for your Monday! ♥️ 4-year-old Ravi did chores so he could buy the @PhoenixPolice lunch.
https://t.co/tXzvHDYs3n",Martha McSally ,R,AZ 
139,"RT @Surgeon_General: Have you recovered from #COVID19, confirmed by a positive test? 

If so, you’re in a special position to help us fight…",Martha McSally ,R,AZ 
140,"Today is #NationalBookLoversDay! What are you reading, Arizona? https://t.co/G7S1r0BoLm",Martha McSally ,R,AZ 
141,"The Great American Outdoors Act will provide deferred maintenance funding for @GrandCanyonNPS, Walnut Canyon Nation… https://t.co/rXNvcom5Wf",Martha McSally ,R,AZ 
142,".@dailysignal on our CREATES Act: ""Topping the list of policies to help enable our return to economic boom times is… https://t.co/dYFffrkzDJ",Martha McSally ,R,AZ 
143,"Veterans treatment courts have turned veterans lives around in Arizona, and now they will be able to do the same fo… https://t.co/C8Sa8N5e0f",Martha McSally ,R,AZ 
144,"NEWS: My bill to send veteran treatment courts nationwide was just signed into law!
https://t.co/lOD1zmP3L0",Martha McSally ,R,AZ 
145,"My D.C. team is accepting fall 2020 internship applications through August 19. Apply to join our team today!
https://t.co/RWpMXVHzEk",Martha McSally ,R,AZ 
146,"ICYMI: the bipartisan Great American Outdoors Act was signed into law on Tuesday! This will create over 100,000 job… https://t.co/qsBVQ5MxGj",Martha McSally ,R,AZ 
147,RT @HHSGov: #COVID19 can be spread by people who do not have symptoms &amp; do not know that they are infected. Masks worn over the nose and mo…,Martha McSally ,R,AZ 
148,AZ Small Biz: The deadline to apply for the Paycheck Protection Program is tomorrow! Apply here: https://t.co/mGG9RVFv32,Martha McSally ,R,AZ 
149,"If you, or an Arizona vet you know, needs help receiving their veterans benefits including medals to which they are… https://t.co/FcyzUvkhSl",Martha McSally ,R,AZ 
150,"Today, we honor our incredible #PurpleHeart recipients like Arizona’s Walter Ram who is a WWII vet and POW survivor… https://t.co/uE96GF5Pja",Martha McSally ,R,AZ 
151,"Our economy continues to add millions of jobs for Americans. We are on the road to recovery.
 https://t.co/OMqkEqREW2",Martha McSally ,R,AZ 
152,COVID-19 has made clear that we MUST bring pharmaceutical drug production home to America. This EO is the right mov… https://t.co/Wkscob1PLx,Martha McSally ,R,AZ 
153,"In the midst of a pandemic, the lack of adequate infrastructure on Navajo Nation, including access to electricity,… https://t.co/mKSeheF8XA",Martha McSally ,R,AZ 
154,"And congratulations to our new @usairforce Chief of Staff, @GenCQBrownJr! I look forward to working with you. https://t.co/eZkbvhYTXC",Martha McSally ,R,AZ 
155,Wishing a wonderful retirement to my friend @GenDaveGoldfein! Thank you for working tirelessly on behalf of our Air… https://t.co/FfQHCWQ7OR,Martha McSally ,R,AZ 
156,Shot from the @usairforce Chief of Staff transition ceremony today where @GenDaveGoldfein passed on his duty to… https://t.co/Wpz4tMJXIn,Martha McSally ,R,AZ 
157,Need help with a federal agency? My team is here for you.,Martha McSally ,R,AZ 
158,"RT @dougducey: Great to catch up with @SenMcSallyAZ while in Washington, D.C. https://t.co/X9NgxZOYSR",Martha McSally ,R,AZ 
159,I was pleased to join @realDonaldTrump for the signing of the Great American Outdoors Act yesterday. This law marks… https://t.co/bNzWHQwTMl,Martha McSally ,R,AZ 
160,RT @senrobportman: The expanded UI benefits expired last Friday. On 2 different occasions @SenMcSallyAZ proposed a 7-day extension while we…,Martha McSally ,R,AZ 
161,Here's how the CREATE JOBS Act I introduced with @SenTedCruz can be part of our Great American Comeback 🇺🇸… https://t.co/qRniX37hPE,Martha McSally ,R,AZ 
162,"Great news: my bill, the Veterans Posttraumatic Growth Act, to expand mental health treatment options for veterans… https://t.co/XWJVR6wTuJ",Martha McSally ,R,AZ 
163,RT @SenatorRomney: Welcome the support from @USChamber for my bill with @SenatorCollins and @SenMcSallyAZ to extend unemployment benefits t…,Martha McSally ,R,AZ 
164,"Today, entrance fees at Arizona’s beautiful public lands managed by the @NatlParkService, @BLMNational, and @USFWS… https://t.co/a8y5l8FTin",Martha McSally ,R,AZ 
165,NEW: I introduced a bill w/ @SenatorRomney &amp; @SenatorCollins to extend currently expired unemployment benefits thro… https://t.co/ba3hfGN3N2,Martha McSally ,R,AZ 
166,I asked once again that Congress continue extended unemployment benefits for Arizonans put out of work by the pande… https://t.co/sQam6DNgtP,Martha McSally ,R,AZ 
167,"RT @dcexaminer: ""The Democrats are being fundamentally unserious.

They've offered no concessions, they've offered no plans...

[They] were…",Martha McSally ,R,AZ 
168,WATCH: I’m headed to the Senate floor to once again ask Congress to extend unemployment benefits while we negotiate… https://t.co/D685gNYFQg,Martha McSally ,R,AZ 
169,"@vmadhu90364951 Hello, please contact my team at Phoenix@McSally.senate.gov or 602-952-2410.",Martha McSally ,R,AZ 
170,"Today is a huge victory for Arizona and our amazing, diverse landscapes. Great to be at the White House for the sig… https://t.co/vbHMTGHIl0",Martha McSally ,R,AZ 
171,RT @ASIndianAffairs: . @SenMcSallyAZ great to catch up at the bill signing event for the #GAOA #GreatAmericanOutdoorsAct.  THANK YOU for re…,Martha McSally ,R,AZ 
172,Great to see new life springing up after the #BighornFire. 🌱 https://t.co/l3glt7PjHw,Martha McSally ,R,AZ 
173,"In March, I helped pass legislation to expand vital telehealth services to Arizonans &amp; since then telehealth use ha… https://t.co/ombAciF3W0",Martha McSally ,R,AZ 
174,"Great to see Tucson utilizing CARES Act funding to expand free WiFi to neighborhoods most impacted by this pandemic.
https://t.co/xAeQJkdMmv",Martha McSally ,R,AZ 
175,RT @CDCDirector: Wear your mask when you’re in public! Face masks are one of the most powerful weapons we have in the fight against #COVID1…,Martha McSally ,R,AZ 
176,An incredible example of Arizonans giving back during this challenging time. Check out how Made Men Barbershop in P… https://t.co/NK2HworHji,Martha McSally ,R,AZ 
177,Americans who've lost their jobs or remain furloughed due to COVID-19 shouldn't have to worry about losing their he… https://t.co/FWPY7SIbEb,Martha McSally ,R,AZ 
178,We must continue to break the stigma around mental health. I am honored to work with Brandon’s family to continue h… https://t.co/Abk2QPjbSF,Martha McSally ,R,AZ 
179,Thinking about my friend and Arizona colleague @RepRaulGrijalva and grateful he's ok. Any of us can get the virus a… https://t.co/McBVGrIpdr,Martha McSally ,R,AZ 
180,"This week, I introduced legislation that requires transparency from online retailers like Amazon, so that consumers… https://t.co/Pep6a8OFsx",Martha McSally ,R,AZ 
181,"RT @dougducey: Wear a mask — it protects you, your loved ones and our communities. #MaskUpAZ https://t.co/76ep9r0GBz",Martha McSally ,R,AZ 
182,"Americans have waited long enough for drug pricing reform.

@ChuckGrassley &amp; I are calling for the passage of our b… https://t.co/No0MPhXHnD",Martha McSally ,R,AZ 
183,.@SenTedCruz &amp; I introduced the CREATE JOBS Act to encourage economic growth through the end of the pandemic &amp; beyo… https://t.co/cfGFt6I8yx,Martha McSally ,R,AZ 
184,RT @ChuckGrassley: Sen McSally tried to get a short term extension of unemployment benefits while negotiations continue but was blocked by…,Martha McSally ,R,AZ 
185,It's disgraceful that the Senate could not meet in the middle &amp; agree to extend expanded unemployment benefits for… https://t.co/3K61bFLeHi,Martha McSally ,R,AZ 
186,"RT @SenTedCruz: .@SenMcSallyAZ &amp; I introduced the CREATE JOBS Act, which would get America back to work &amp; increase wages by restructuring t…",Martha McSally ,R,AZ 
187,"#OTD in 1991, the Senate voted to lift the ban on women flying in combat. It would be 2 more years before the Penta… https://t.co/qkIGG5FOFc",Martha McSally ,R,AZ 
188,https://t.co/t4F5gSJrgO,Martha McSally ,R,AZ 
189,"RT @SenTedCruz: Now more than ever, we need to focus on long-term recovery for our country and getting Americans safely back to work. That’…",Martha McSally ,R,AZ 
190,My heart goes out to the family and friends of 2nd Lt. Robert Dwayne Bryant Jr. He was an outstanding citizen who s… https://t.co/gQer23kMtq,Martha McSally ,R,AZ 
191,"I tried @realDonaldTrump, but Chuck Schumer objected. 🤷🏻‍♀️ https://t.co/pcqKbmYPze https://t.co/K0J2VRS6MD",Martha McSally ,R,AZ 
192,I offered a simple 7-day extension of the expanded unemployment benefits today so Americans put out of work through… https://t.co/y9B8pnFdAl,Martha McSally ,R,AZ 
193,WATCH: I’m calling on Congress to extend unemployment benefits for 7 days while we work through our differences on… https://t.co/fKDQbVrSdB,Martha McSally ,R,AZ 
194,RT @senjudiciary: Today the Committee approved the Civil Justice for Victims of COVID Act to allow American citizens to sue China in federa…,Martha McSally ,R,AZ 
195,We’re one step closer to holding China accountable. https://t.co/l9eMC21BCe,Martha McSally ,R,AZ 
196,PASSED: My bill to provide relief for millions of traveling parents who are currently inconvenienced by the inconsi… https://t.co/YWrjMnbQJ2,Martha McSally ,R,AZ 
197,"Pleased to see my bipartisan bill pass out of @IndianCommittee today.
https://t.co/2TMn9w2YtB",Martha McSally ,R,AZ 
198,"Instead of forcing our state to give back federal grant money already awarded for infrastructure projects, my bill… https://t.co/vpvt2vlIT1",Martha McSally ,R,AZ 
199,"Americans deserve to know if a product originated in China before they purchase it, particularly now as we continue… https://t.co/ZuVzHf4XNp",Martha McSally ,R,AZ 
0,"RT @ValledelSolAZ: Testing Announcement!

We are continuing our assistance to the community by providing FREE Covid-19 tests with no appoin…",Kyrsten Sinema ,D,AZ 
1,Sierra Vista will receive $1.4 million to construct an Emergency Medical Services building near Fort Huachuca. We’l… https://t.co/GRwLmdpLJ2,Kyrsten Sinema ,D,AZ 
2,"This #RecoveryMonth, we’re supporting research and treatment for Arizonans with mental and substance use disorders.… https://t.co/krhxeKoCD2",Kyrsten Sinema ,D,AZ 
3,"While coronavirus continues to affect our communities, we must protect ourselves and our loved ones this flu season… https://t.co/SU8Z2Ow5cc",Kyrsten Sinema ,D,AZ 
4,"RT @SenatorSinema: Have you gotten your flu shot yet?

It’s more important than ever this season. We all need to get our flu shot to reduce…",Kyrsten Sinema ,D,AZ 
5,"Free COVID-19 testing at Mohave Community College campuses. More details and link to register here ⬇️
https://t.co/WWWRgPozie",Kyrsten Sinema ,D,AZ 
6,"Have you gotten your flu shot yet?

It’s more important than ever this season. We all need to get our flu shot to r… https://t.co/weizvO7xjH",Kyrsten Sinema ,D,AZ 
7,https://t.co/31i0hjD8QK,Kyrsten Sinema ,D,AZ 
8,L’Shanah Tovah to those celebrating Rosh Hashanah!,Kyrsten Sinema ,D,AZ 
9,"Our bill supports Arizona’s health care workers as they navigate the dangers, uncertainties, and tragedies of coron… https://t.co/UMOJVW3N6w",Kyrsten Sinema ,D,AZ 
10,Pre-register for an appointment here: https://t.co/Bo05BDocaC https://t.co/ZUhnAvj5Lb,Kyrsten Sinema ,D,AZ 
11,"Happy 73rd Birthday, @usairforce! Thank you for your service.",Kyrsten Sinema ,D,AZ 
12,"On National #POWMIA Recognition Day, we honor brave American servicemembers who haven’t come home. Our bipartisan N… https://t.co/iK9V89Hqnb",Kyrsten Sinema ,D,AZ 
13,"This flu season, we all must remember to get our flu shots—to protect our loved ones, reduce the burden on Arizona’… https://t.co/4HnNPKWcQr",Kyrsten Sinema ,D,AZ 
14,Access to broadband is essential to ensure Native American communities in Arizona have the resources they need to p… https://t.co/3ft4qCTNjg,Kyrsten Sinema ,D,AZ 
15,"Arizonans: listen to @SecretaryHobbs and #TheGagglePod discuss Arizonans’ options for voting this election. 
https://t.co/ylRd2u1wPq",Kyrsten Sinema ,D,AZ 
16,Arizona should be the home of U.S. Space Command. https://t.co/yjtme3GFbN,Kyrsten Sinema ,D,AZ 
17,"En los próximos cinco fines de semana, @CityOfMesa brindará pruebas de COVID-19 y vacunas de la influenza gratis de… https://t.co/wIkUuHY9pn",Kyrsten Sinema ,D,AZ 
18,"Mesa: free COVID-19 testing and flu shots from 9am-12pm September 19, September 26, October 3, October 10, and Octo… https://t.co/vHnBS2w1Qc",Kyrsten Sinema ,D,AZ 
19,We’re ensuring Arizona veterans’ earned benefits keep up with rising costs. This will help veterans provide for the… https://t.co/phpeFd0Zhk,Kyrsten Sinema ,D,AZ 
20,Pinal County: COVID-19 testing in Florence and Casa Grande. More details and link to register here ⬇️ https://t.co/nH95grC3vk,Kyrsten Sinema ,D,AZ 
21,"RT @ASUBiodesign: Still plenty of time to sign up for free #Covid19 saliva testing around Arizona through Sunday 9/20. 

Visit https://t.co…",Kyrsten Sinema ,D,AZ 
22,Got my flu shot today! Let’s all do our part to protect ourselves and our loved ones. Visit our website for flu res… https://t.co/nOoRNen6ED,Kyrsten Sinema ,D,AZ 
23,"Arizona needs an accurate census count to ensure we get our fair share of federal dollars. Apache County, Coconino… https://t.co/ajnmph1tRm",Kyrsten Sinema ,D,AZ 
24,@gulseninas Please reach out to us at casework@sinema.senate.gov or 602-598-7327. Our team would like to help.,Kyrsten Sinema ,D,AZ 
25,There is no place for violence in our communities. Sending our thoughts and wishing a quick recovery to the U.S. Ma… https://t.co/NXScejXFus,Kyrsten Sinema ,D,AZ 
26,"Este Mes de la Herencia Hispana, estamos orgullosos de copatrocinar el National Museum of the American Latino Act p… https://t.co/4IsNGD0DsH",Kyrsten Sinema ,D,AZ 
27,"This Hispanic Heritage Month, we’re proud to cosponsor the National Museum of the American Latino Act to build the… https://t.co/OpQUzPmyEa",Kyrsten Sinema ,D,AZ 
28,"RT @SenatorSinema: Health experts say it’s more important than ever to get our flu shot this season.

Let’s all do our part to limit strain…",Kyrsten Sinema ,D,AZ 
29,"As Arizona continues distance-learning, students need to stay healthy. That’s why we urged @USDA to provide maximum… https://t.co/dxulr3l3xN",Kyrsten Sinema ,D,AZ 
30,"Interested in attending a U.S. Service Academy? Apply here for the class of 2025: 
https://t.co/cgZvzpor9Z",Kyrsten Sinema ,D,AZ 
31,"Health experts say it’s more important than ever to get our flu shot this season.

Let’s all do our part to limit s… https://t.co/UMVjPmABk0",Kyrsten Sinema ,D,AZ 
32,The Violence Against Women Act became law 26 years ago today. We’re calling on Congress to permanently renew #VAWA… https://t.co/0cmVnJJErm,Kyrsten Sinema ,D,AZ 
33,"Happy #GrandparentsDay, Arizona!",Kyrsten Sinema ,D,AZ 
34,"Flu shots are essential to protecting people with chronic health conditions, including lung and heart disease. As w… https://t.co/qyVxKBqC0g",Kyrsten Sinema ,D,AZ 
35,"Arizonans who need help with health care or utility payments can apply for aid here ⬇️
https://t.co/TRkKJybYQP",Kyrsten Sinema ,D,AZ 
36,"Arizona: be prepared this wildfire season. For resources or assistance, visit our website - https://t.co/twJ3tzgHNR… https://t.co/juoqzFybxU",Kyrsten Sinema ,D,AZ 
37,.@PHXSkyHarbor will receive over $10.2 million in federal funding to support a reconstruction project of the Termin… https://t.co/hvIjVkd9gk,Kyrsten Sinema ,D,AZ 
38,"Free COVID-19 testing at Copper Trails Elementary School, 16875 Canyon Trails Blvd, Goodyear, 24 hours a day, 7 day… https://t.co/6cKlrZQtUd",Kyrsten Sinema ,D,AZ 
39,"Today, we remember all those who lost their lives on September 11, 2001. #NeverForget",Kyrsten Sinema ,D,AZ 
40,"Yavapai County: free COVID-19 testing September 12, 13, and 14. More details and link to pre-register here ⬇️ https://t.co/5J1z2X7HdT",Kyrsten Sinema ,D,AZ 
41,Glad to see DOT providing funding to the Tonto Creek Bridge and 35th Avenue Safety Corridor in Phoenix. These proje… https://t.co/MQ5s6juxXI,Kyrsten Sinema ,D,AZ 
42,Arizona veterans earned the best possible care. The House must pass our bill to improve mental health care and suic… https://t.co/Vu9RSx3rT5,Kyrsten Sinema ,D,AZ 
43,"RT @CityofPhoenixAZ: Today: Free #COVID19 testing with our mobile testing van is happening till 12:15pm:

Cartwright School District
5220 W…",Kyrsten Sinema ,D,AZ 
44,"On #WorldSuicidePreventionDay, we’re working with @danielsparents to equip servicemembers’ and veterans’ loved ones… https://t.co/rOtWh3r9D1",Kyrsten Sinema ,D,AZ 
45,"Arizonans: ""Independents Week"" is back - for the entire month of September! Support a local business near you, and… https://t.co/jStszV2STB",Kyrsten Sinema ,D,AZ 
