,tweet,politican
137,"Donald Trump is the worst possible person to lead us through this moment.

We need real leadership, right now. Live… https://t.co/95DbcrbHbD",Biden
138,"Back in January, when President Trump signed his hollow ""phase one"" trade deal with Beijing, I made clear that no o… https://t.co/VBSr2ddqxx",Biden
139,"I’ve said it before, and I’ll say it again: Donald Trump is the most corrupt president in modern American history.… https://t.co/RpBMXUQ73d",Biden
140,I have no illusion about how tough the road ahead is. But I’m optimistic for one reason above all others: I know th… https://t.co/tLzOJ5dRTx,Biden
141,"This was almost two months ago. 

Since then? Tens of thousands more lives lost. A million and a half new cases.

T… https://t.co/ABdTusgFhL",Biden
142,"The United States has over 3 million cases of COVID-19, and over 130,000 people have died — yet Donald Trump contin… https://t.co/ve07tDY0P8",Biden
143,"I see a different America than President Trump. One that, despite all our flaws and shortcomings and failings, is s… https://t.co/1Zyt9Pfha9",Biden
144,Still true. https://t.co/3zbAD3uXzq,Biden
145,"RT @TeamJoe: Music unites us. 🎧

We’re excited to be launching our new Spotify playlist, Get Up, Stand Up: Songs for the Soul of America, i…",Biden
146,Determination. Resilience. Grit. The strength to get up no matter how many times you’ve been knocked down. Respect… https://t.co/MMMzxbTT34,Biden
147,This is what “America First” looks like under President Trump: https://t.co/jSmJOeG13G,Biden
148,"Through every trial and tribulation, we've always emerged stronger — and we will again.",Biden
149,Let’s use this opportunity to make bold investments in American industry and innovation so the future is made in Am… https://t.co/hWZqavvnQf,Biden
150,"Here's my promise to you: If I have the honor of being elected president, I will take care of your family like I wo… https://t.co/TJ9i2qv8HA",Biden
151,The American people deserve to know what Donald Trump is hiding in his tax returns.,Biden
152,We can't just build back to the way things were before these crises — we have to build back better.,Biden
153,This is our moment to imagine and build a new American economy — one where everyone gets a fair return for their wo… https://t.co/fILVpJUqpm,Biden
154,"I do not buy for one second that the vitality of American manufacturing is a thing of the past.
 
American manufact… https://t.co/knGOlSQAtH",Biden
155,We can't just focus on the jobs of today — we have to also focus on the jobs and industries of tomorrow. I'll make… https://t.co/a8V1FA6W5R,Biden
156,"American workers can out-compete anyone, but they need a government that fights for them. I'll revitalize American… https://t.co/kMEjhQDr15",Biden
157,"When we spend taxpayer money, we should use it to buy American products &amp; support American jobs.

But under Trump,… https://t.co/Y93MBsAIVo",Biden
158,"I'm in Dunmore, Pennsylvania, to discuss my plan to create jobs, raise wages, and help America build back better. T… https://t.co/D45X5pbRTQ",Biden
159,We're in the middle of an economic crisis. But it's not enough to just turn things around — we have to build back b… https://t.co/SWLhxsNBfa,Biden
160,The future must be made in America — by all of America. Here's how we'll do it: https://t.co/lPgZPE7d0G https://t.co/KERhYFcXAY,Biden
161,As I was saying. https://t.co/NwOKjL0Zhj,Biden
162,Four years of Betsy DeVos is more than enough. We need a Secretary of Education who is actually a public school educator.,Biden
163,"I commend the Task Forces for their service and for helping build a bold, transformative platform for our party and… https://t.co/32FnM1UKgg",Biden
164,Increased testing isn’t the reason for the surge in coronavirus cases — Donald Trump's failed leadership is. https://t.co/j7vKxnlaj4,Biden
165,"Trump launched his 2016 campaign by calling Mexicans rapists.

He's spread racism against our Latino community ever… https://t.co/Ku4HUCMyBQ",Biden
166,Let me be clear: No one should be forced out of their home in the middle of a pandemic because they can’t pay rent. https://t.co/0NJ9ao7HON,Biden
167,"When there were 15 cases, the President said it wouldn't spread any farther. 

We just hit our 3 millionth case.

W… https://t.co/z7K6TWItef",Biden
168,".@AdyBarkan — The courage you show every day is an inspiration to so many, and I'm grateful to have you by my side… https://t.co/x2i9QrfmM4",Biden
169,This is a national disgrace. We have to ensure these communities get the care they need immediately — and then tack… https://t.co/DuOslRDrCd,Biden
170,The most sacred obligation of our government is to keep our troops safe when we send them into battle — and to care… https://t.co/3cU51SLuCF,Biden
171,"Across the world, people come to this country with unrelenting optimism and determination toward the future. They s… https://t.co/EWeHExpUAB",Biden
172,"Americans are safer when America is engaged in strengthening global health. On my first day as President, I will re… https://t.co/qNgyOKHOlE",Biden
173,We've seen what happens when the federal government fails to secure sufficient supplies of critical products like P… https://t.co/uOPSwFLmj4,Biden
174,Donald Trump needs to do his job.,Biden
175,Character belongs in the White House. https://t.co/Bz1syMprhJ,Biden
176,"To beat COVID-19, we need a coordinated national response from the federal government — but Donald Trump refuses to… https://t.co/wcErdMgLoq",Biden
177,"There’s enormous opportunity once we defeat Donald Trump. We are going to build our health care system, our economy… https://t.co/N0U0B8sRnu",Biden
178,The nation is crying out for leadership — leadership that can unite us and bring us together. But this president ha… https://t.co/4ZKPAfEA4f,Biden
179,"With COVID-19 surging across the nation, Donald Trump should be doing everything in his power to increase access to… https://t.co/3ZASEa1t7X",Biden
180,It didn't have to be this bad. But Donald Trump failed to do his job — and we're all paying the price. https://t.co/OXONhAWNqy,Biden
181,We can’t afford four more years of Donald Trump. https://t.co/12yF31aLSz,Biden
182,"We're going to beat Donald Trump. And when we do, we won't just rebuild this nation — we'll transform it.",Biden
183,"There are so many unsung heroes in our communities, especially in times of crisis. We owe Alassane and countless ot… https://t.co/tncOYiF4bd",Biden
184,"On this Venezuelan Independence Day, my thoughts are with Venezuelans who continue to work tirelessly for the cause… https://t.co/WFlKQYRvP6",Biden
185,"COVID-19 is surging across the nation, and this president is doubling down on his efforts to rip health insurance a… https://t.co/ssarLHeB6e",Biden
186,Donald Trump wants to declare this health crisis over and unemployment solved so that he can get back to his campai… https://t.co/Q9dhpsJTBz,Biden
187,"The hard truth is that it didn’t have to be this bad, but Donald Trump ignored the warnings and refused to take act… https://t.co/CEDvxXcpPL",Biden
188,I’ve carried the middle class values that my parents instilled in me my entire life — and they’re the values I’ll b… https://t.co/RJVXfQPvkN,Biden
189,"Make no mistake, our best days still lie ahead. If we come together as one America, there’s not a single thing we cannot do.",Biden
190,The health care workers on the frontlines of this fight are some of the greatest heroes our nation has ever seen. https://t.co/Ry6TvJcbuU,Biden
191,"America was founded on the promise of equality, liberty, and justice for all — and it's long past time we lived up to it.",Biden
192,American history isn’t a fairytale. The battle for the soul of this nation has been a constant push-and-pull for mo… https://t.co/5FWCt9gt4t,Biden
193,"This Fourth of July, one of the most patriotic things you can do is wear a mask.",Biden
194,Our nation was founded on a simple idea: We're all created equal. We've never lived up to it — but we've never stop… https://t.co/0uLx0lyd7F,Biden
195,"“If you put the wrong person in office, you'll see things that you would not have believed are possible."" https://t.co/8gDSbOJbeS",Biden
196,"It didn't have to be this bad. But month after month, as other leaders in other countries took the necessary steps… https://t.co/djcyG95g63",Biden
197,"It’s abundantly clear that this virus isn’t going to just “fade away,” Mr. President. It’s time for you to step up,… https://t.co/js7BmAkQrI",Biden
198,"Now more than ever, we need a president who will choose science over fiction.",Biden
199,Donald Trump styled himself as a wartime president. But now it seems this president has surrendered. He has waved t… https://t.co/PWzBgnJ4Xl,Biden
0,"RT @paulajean2020: Senator @BernieSanders , thank you so much for your leadership, support, and genuine care for the people of West Virgini…",Sanders
1,"Masks for all. 

It shouldn’t be partisan or complicated. 

We can save lives right now. 

Let’s get it done. https://t.co/QCglsnCjo0",Sanders
2,West Virginia has one of the highest poverty rates in the country. They deserve a senator who will put the working… https://t.co/9NnGzSocwW,Sanders
3,Some of our strongest allies in the fight for justice have tough primaries coming up. Join our day of action this S… https://t.co/iIYwztxpKa,Sanders
4,"The very, very rich are getting much richer during the pandemic:

⬆️$73 billion: Jeff Bezos
⬆️$45 billion: Elon Mus… https://t.co/4vxs5DStxT",Sanders
5,The next 100 days may be the most important 100 days in the history of our country. https://t.co/fle8YBn6LS,Sanders
6,Every credible scientist and doctor tells us that wearing masks is critical to saving lives and stopping the spread… https://t.co/rbdCnvm2kF,Sanders
7,"No, I’m not kidding. In the GOP COVID-19 bill there is a major cut in unemployment benefits, no funding to feed the… https://t.co/ScP2zN4Qe2",Sanders
8,The Republicans' COVID-19 plan? 100% deductions for rich people to go out for three-martini lunches while millions… https://t.co/lU8PeECJFe,Sanders
9,"Masks save lives, period.

Today I am introducing legislation to provide high-quality, reusable masks to every pers… https://t.co/tlntYzFsLb",Sanders
10,"The GOP COVID-19 bill includes

$2 billion for F-35s
$1.75 billion for an FBI building
$1 billion for surveillance… https://t.co/Wvomm9ZEmS",Sanders
11,"The Senate Republican plan:

- $29,400,000,000 for the Pentagon
- $0 for hazard pay
- $0 for nutrition assistance
-… https://t.co/F8tIgjsLCR",Sanders
12,"We need leaders in Congress who are unafraid of the big corporations and the fossil fuel industry.

That is the fig… https://t.co/Tc77n1GNJw",Sanders
13,"In the U.S.A., 3 multi-billionaires own more wealth than the bottom half of the country.  Meanwhile, we're the only… https://t.co/ETGWjOfu36",Sanders
14,"Senate Republicans will propose a bill to slash unemployment benefits, increase the Pentagon budget and provide ano… https://t.co/trxB4fd5KP",Sanders
15,I am proud to endorse @zuckermanforvt’s campaign for governor and know he will continue to ensure Vermonters have a… https://t.co/pjmCJPDUBN,Sanders
16,RT @zuckermanforvt: I am honored to receive @BernieSanders endorsement in my race for Governor. I was first inspired to run by him over two…,Sanders
17,"At a time when 30 million workers have lost jobs and tens of millions are food insecure and face eviction, the Sena… https://t.co/KPhnnYSGuv",Sanders
18,"RT @IlhanMN: Join @BernieSanders, @RashidaTlaib, me, and more for our Day of Action live stream! https://t.co/QJv7J1wfe4",Sanders
19,"RT @IlhanMN: There’s still time to sign up for tonight’s campaign’s Day of Action!

Help us get out the vote with a text bank — then join m…",Sanders
20,"Today as we mark the 30th anniversary of the Americans with Disabilities Act, we must continue the work to make sur… https://t.co/pJ0JnwyrEv",Sanders
21,"Last election, Trump sent troops to the border to stop the ""invasion."" This election, he is sending troops to Portl… https://t.co/HADvNngNi4",Sanders
22,"RT @CoriBush: 😍😍😍

Our primary is almost here! I’m so proud, as always, to stand side by side with Sen. Sanders. Together we can and will m…",Sanders
23,"RT @JulieOliverTX: Texas has the most to gain by moving to Medicare for All. 

We eliminate waste, alleviate the strain on our rural hospit…",Sanders
24,Nothing is more morally grotesque than hedge fund managers using a pandemic as an opportunity to make windfall prof… https://t.co/6XLs1Mq8dV,Sanders
25,Join our day of action today to support progressives running for office across the country: https://t.co/vVrHWAACRH,Sanders
26,What a hypocrite. Elon Musk has received billions in corporate welfare from U.S. taxpayers. Now he wants to stop 30… https://t.co/jn5ufaMccj,Sanders
27,.@CoriBush is a true progressive who we can trust to stand with working people and take on the corporate elite of t… https://t.co/eLgkEUFu2v,Sanders
28,I am once again asking you to wear a mask.,Sanders
29,"Thousands of airport workers in New York fought to pass the #HealthyTerminalsAct. Once signed into law, this bill w… https://t.co/6HyeZ8vTFb",Sanders
30,"After working for 15 years in the health care finance world, @JulieOliverTX  saw how health care companies prioriti… https://t.co/3oJaJ0UB6b",Sanders
31,Today we have a president who does not believe in democracy. A president cannot send troops wherever he wants to qu… https://t.co/wsezu0Yu0J,Sanders
32,"While we supposedly don't have enough money to protect workers, children and the sick, hedge fund billionaires who… https://t.co/0Z41s3buEf",Sanders
33,I’m also proud to endorse @kdmcdonald2020 for Oakland County Prosecutor. She will take on a criminal justice system… https://t.co/c68BmiJGZL,Sanders
34,Today I’m proud to endorse @joekimok for Broward County State Attorney. Joe has witnessed first-hand the devastatio… https://t.co/ZZniE2fmZL,Sanders
35,"The fact that Jeff Bezos increased his wealth by $13 billion in 1 day during a pandemic, while his employees strugg… https://t.co/g5oLI4qMsg",Sanders
36,One of the most important things you can do right now is to make sure progressives win primaries at all levels of g… https://t.co/mFJtfYyUKr,Sanders
37,"RT @CoriBush: It’s GO TIME, y’all 💪🏾

This Saturday, join @BernieSanders and me for a day of action! We’ll be on the phones from 11am-5pm C…",Sanders
38,RT @IlhanMN: We've taken on corporations that put profit over people. A campaign system fueled by corporate cash. A justice system that doe…,Sanders
39,RT @sunrisemvmt: Sign up for our Wide Awake leadership program! https://t.co/NAMoNh1GZQ https://t.co/3uEmgAxAme,Sanders
40,"Trump wants to give wealthy businessmen a tax break to go out to fancy restaurants, but opposes nutrition assistanc… https://t.co/M9jwx9cSWd",Sanders
41,"If we stand together, we can pass a Green New Deal and protect the planet for future generations. Join our organizi… https://t.co/2TGkvmFQ1I",Sanders
42,Join our day of action on Saturday! Let’s continue the political revolution and expand our movement by electing str… https://t.co/bfI6qsfX2U,Sanders
43,"Today, almost half of the Senate Democratic Caucus voted to cut Pentagon spending by 10% and invest in human needs.… https://t.co/OJ4AlOzjpf",Sanders
44,"TONIGHT: Join me, @sunrisemvmt, and @CoriBush for an important organizing call. 

Together, we can win a progressiv… https://t.co/BUhc8c00mH",Sanders
45,"22 million people are in danger of eviction.

50 million have filed for unemployment.

This is not the time to spen… https://t.co/OqUxtBnC2B",Sanders
46,"RT @CoriBush: I’m hyped y’all! 

I’ll be joining @BernieSanders and @sunrisemvmt TOMORROW at 7:30pm CT / 8:30pm ET to talk about the next s…",Sanders
47,Rep. Ted Yoho should spend his time fighting for the thousands of Floridians who are about to lose unemployment ben… https://t.co/ccWSMoeHt3,Sanders
48,"Tomorrow night, join me, @sunrisemvmt, and congressional candidate @CoriBush for an important call on continuing ou… https://t.co/MdjZEzMGyI",Sanders
49,RT @sunrisemvmt: Join us tomorrow with @BernieSanders @CoriBush  and Sunrise organizer Naomi Hollard to discuss how we can keep organizing…,Sanders
50,"Trump has now concluded that wearing masks is a good idea. That's great. Tragically, for thousands who unnecessaril… https://t.co/wrqqlwRKhm",Sanders
51,We must change our priorities. Add your name to say you support a 10% cut in annual Pentagon spending to allow for… https://t.co/567t1WhFQp,Sanders
52,"What if maybe, just maybe, instead of passing a $740 billion defense budget, the Senate used funds to create jobs a… https://t.co/j6rqxiXMk0",Sanders
53,"My Senate colleagues have a fundamental choice:

Vote to spend more money on endless wars while failing to provide… https://t.co/6RMrZLlyDs",Sanders
54,"During this pandemic Jeff Bezos saw his wealth increase by $74 billion.

Meanwhile, 50 million Americans are filing… https://t.co/eYJed6ISI2",Sanders
55,"As coronavirus infections, hospitalizations and deaths are surging to record levels across America, the Republican… https://t.co/FbBWcyZu3a",Sanders
56,"“Every gun that is made, every warship launched, every rocket fired signifies, in the final sense, a theft from tho… https://t.co/FXUhVDcSpB",Sanders
57,Today I stand with workers across the country who are participating in the #StrikeForBlackLives. Our job as a natio… https://t.co/RLiKX04Usy,Sanders
58,We have got to transform our priorities. We should not pass a $740 billion defense budget at a time when so many ar… https://t.co/2PzP2HfHqj,Sanders
59,"Tens of millions of Americans have filed for unemployment and this is what the Republicans are offering? Instead, w… https://t.co/ujMcIUNjtb",Sanders
60,In recent months 30 million workers have lost their jobs and their income. Many struggle to put food on the table.… https://t.co/ji1LwaXm68,Sanders
61,"In the richest nation in the world, people are forced to risk their lives for starvation wages. That is a moral out… https://t.co/3lxb4No3UW",Sanders
62,The U.S.A. is the only major country not to guarantee health care to all. If you're wealthy you can buy excellent c… https://t.co/p9FH0idSjX,Sanders
63,"Amidst the many crises we face, we cannot ignore that the climate crisis is getting worse. Now is the time to end o… https://t.co/dPs3vMsttK",Sanders
64,"Against the wishes of state and local officials, unmarked federal agents in combat gear have invaded parts of Portl… https://t.co/nTWil6RuSt",Sanders
65,Let’s use the Defense Production Act and get every American the masks they need. https://t.co/lj9jErLNqY,Sanders
66,John Lewis inspired millions to fight for justice. His courage helped transform this country. He won’t ever be forg… https://t.co/FG8KPFiKjn,Sanders
67,"In Portland, federal agents in combat gear pulled protesters off the street and jailed them without charge. That is… https://t.co/gr50CVvp8G",Sanders
68,We must reduce the military budget by 10% and use that $74 billion in savings to invest in communities ravaged by e… https://t.co/2oPQ0h1faR,Sanders
69,"In 2018, Floridians overwhelmingly voted to re-enfranchise felons. The outrageous poll tax passed in response to th… https://t.co/ULNUE4tKYe",Sanders
70,"It's time to rethink what we value as a society and to fundamentally transform our national priorities. 

Cutting t… https://t.co/iiFXfjKObi",Sanders
71,Congratulations to @JamaalBowmanNY for winning the congressional primary in NY-16! Jamaal will be a powerful advoca… https://t.co/eckWHu6Qcv,Sanders
72,I stand with the workers and immigrants in New York fighting for a just coronavirus relief package and to… https://t.co/uGlgAObF1u,Sanders
73,"RT @bravenewfilms: LISTEN UP

Slashing the Pentagon’s budget by 10% will free $74 BILLION to invest into jobs, education, housing, and heal…",Sanders
74,Because of Trump's ineptitude the pandemic is getting worse. He must be defeated. https://t.co/XgIGtRrnKl,Sanders
75,"While 29 new people in America became billionaires, 119 million Americans have seen their income go down.",Sanders
76,"While Americans pay, by far, the highest prices in the world for prescription drugs, Gilead is charging more than $… https://t.co/bNBuaDnxid",Sanders
77,While Amazon refuses to provide paid sick leave to its workers and recently eliminated hazard pay for essential wor… https://t.co/4BhrIgI3Wg,Sanders
78,"While American households have lost $6.5 trillion in wealth and 50 million Americans have filed for unemployment, t… https://t.co/zVDqbe4trn",Sanders
79,"While one out of five Americans cannot afford the medicine prescribed by their doctors, the CEO of Moderna became a… https://t.co/oUhbkSTkcm",Sanders
80,"While 28 million Americans are in danger of being evicted from their homes and thrown out on the street, JP Morgan… https://t.co/VB8Cubjqx3",Sanders
81,"During the pandemic, while a record-breaking 5.4 million Americans lost their health insurance, UnitedHealth—one of… https://t.co/CtccXcUyuN",Sanders
82,"Pharmaceutical companies have been given $6 billion in taxpayer dollars, and more to come, to develop a coronavirus… https://t.co/EyAhzQke8W",Sanders
83,Don't let anybody fool you. The progressive movement today is winning. https://t.co/3paAZKwuRf,Sanders
84,"RT @IlhanMN: ""We need Ilhan's leadership in the Congress. We need her voice speaking out for justice. Please work for Ilhan, vote for Ilhan…",Sanders
85,Due to technical difficulties we are postponing tonight's livestream. Thank you to all our panelists and to those who tuned in.,Sanders
86,"STARTING SOON: Join our virtual town hall on the growing danger of the coronavirus pandemic, featuring… https://t.co/2vJoOnLTAe",Sanders
87,"Tragically, Trump's rejection of science has led to the loss of tens of thousands of lives.

Per capita, in the U.S… https://t.co/JtkeSsThVs",Sanders
88,.@IlhanMN is a woman of incredible strength. We need her leadership in Congress. I'm pleased to endorse her campaig… https://t.co/IhIJFeZaeC,Sanders
89,Congratulations @SiegelForTexas for winning his primary for TX-10! We need progressives like Mike to be elected to… https://t.co/vSDclBJfP4,Sanders
90,"RT @LemonadaMedia: You may have heard of our next guest...

@BernieSanders and @ASlavitt discuss Medicare For All and get into the Senator'…",Sanders
91,Congratulations to @JosePGarza for winning the primary runoff to be Travis County’s next district attorney. We need… https://t.co/rfumEmAlcU,Sanders
92,"When people come together to stand up for justice, we win. 

Congratulations to the young people and community orga… https://t.co/BawqQUWUgi",Sanders
93,"Millions of Americans lost jobs during the pandemic. Meanwhile, JP Morgan Chase—the largest bank in the country—ann… https://t.co/rpmkx9QSRs",Sanders
94,"Here's the state of our economy.

Over the last 30 years, the top 1% has seen an increase in  wealth of $22 trillio… https://t.co/ayiQuyXhnb",Sanders
95,Texas: vote today for @JosePGarza and @SiegelForTexas! Be safe and find your voting information at… https://t.co/TOOBQ2HoZ6,Sanders
96,".@KatrinaNation is absolutely right. We must change our priorities and invest in the needs of working Americans, no… https://t.co/PXaHDDRnFT",Sanders
97,The change we need will not happen tomorrow. But it is important that we maintain our vision and continue to fight. https://t.co/RXOIZUJpx9,Sanders
98,"The fact that our ""very stable genius"" president prefers to be briefed about the pandemic by a game show host on Tw… https://t.co/cmuBBUcG2D",Sanders
99,"As the pandemic surges, Trump is more clueless, isolated and unhinged than ever. He is undermining Dr. Fauci, and b… https://t.co/fORFesgssW",Sanders
100,"RT @SiegelForTexas: Thank you Senator @BernieSanders!

I’m so honored to be in this fight with you. Together in 2021 we will fight for solu…",Sanders
101,"Texas, vote for @SiegelForTexas tomorrow to help us continue our fight for Medicare for All, a livable planet and t… https://t.co/uP9iy7k4SI",Sanders
102,"Trump is finally wearing a mask. Too little too late. 

His refusal to develop national pandemic policy based on sc… https://t.co/O2VQnufXyG",Sanders
103,"Trump commutes Roger Stone's sentence, while Black and Brown kids sit in jail. This is why we need major reform of… https://t.co/vYa1iEs1FT",Sanders
104,Mitt Romney and I hold different opinions on virtually everything. But I agree with him strongly that Trump's commu… https://t.co/LpbX1nN3oa,Sanders
105,"It's summer. It's hot. It's vacation time. Sadly, the U.S. is the only major country not to guarantee any paid vaca… https://t.co/gNDfVoKAuz",Sanders
106,"We can keep winning races and electing progressives around the country, but we need your help. Join our… https://t.co/RM500ff7br",Sanders
107,This month the Senate will vote on my amendment to cut the Pentagon's bloated $740 billion budget and invest in hou… https://t.co/QyFabHpA7o,Sanders
108,"Trump rejects science on COVID-19. And thousands unnecessarily die. 

Trump rejects science on climate change. And… https://t.co/rYOR1utbdB",Sanders
109,Here's something we don't discuss much. Life expectancy is in direct correlation to income. If you're rich you're l… https://t.co/TlAkDKkviV,Sanders
110,Sign up to join our day of action on Saturday! Let’s continue the political revolution and expand our movement by e… https://t.co/kVgwKwriHo,Sanders
111,Our job: put as much pressure as possible on Republican leaders to take action to help the American people right no… https://t.co/Ykn7G34tIW,Sanders
112,"RT @JulieOliverTX: Senator Sanders has never forgotten that Congress is supposed to serve people, not corporations -- and that families str…",Sanders
113,Jane and I are deeply saddened to hear that Pamela Sue Rush has passed away. I will always carry with me what she s… https://t.co/7ka6xsES6f,Sanders
114,RT @CathFlowers: She passed away from Covid on July 3rd. Let’s remove the injustice and structures that trapped her. https://t.co/bdu5mPcYFi,Sanders
115,"As someone who grew up in poverty, @JulieOliverTX knows the struggle working Texans face each and every day. The pe… https://t.co/qk2WUsgwTS",Sanders
116,"RT @paulajean2020: Y'all, I am beyond words!
I first met Bernie because he showed up right here in WV. Even though he was surrounded by pre…",Sanders
117,".@paulajean2020 will be a senator who stands up to the political and economic establishment, puts the working class… https://t.co/ermxYtOabS",Sanders
118,"I don’t have to tell anybody that these are really crazy times. 

But we cannot lose sight of the fact that we have… https://t.co/8iILBusjSG",Sanders
119,I look forward to working with Vice President Biden to help him win this campaign and to move this country forward… https://t.co/G4NyNh8Abc,Sanders
120,"Though the end result isn't what I or my supporters would've written alone, the task forces have created a good pol… https://t.co/j6op2jPUHs",Sanders
121,"While @JoeBiden and I, and our supporters, have strong disagreements about some of the most important issues facing… https://t.co/b8HSMECEVZ",Sanders
122,Let’s keep up the momentum for progressive candidates running across the country! Sign up to join our Summer of Act… https://t.co/anFFIiPN78,Sanders
123,"Should decisions on health care be determined by the patient? Or, should they be controlled by the whims of the emp… https://t.co/ES7r9MKvg8",Sanders
124,RT @Bonnie4Congress: Grateful for you @BernieSanders! I'm looking forward to continuing to work with you on the critical issues that will h…,Sanders
125,Patients’ ability to get contraception shouldn’t be up to employers. It should be a decision between patients and t… https://t.co/GKeIc7UPrr,Sanders
126,Congratulations to @Bonnie4Congress for winning her primary last night. I look forward to continue working with her… https://t.co/XOZY3kRrJn,Sanders
127,"This economic crisis is not ending soon.

Tens of millions of people have lost their jobs.

They should not lose th… https://t.co/IeHcMpqIpW",Sanders
128,"It's always unacceptable for the U.S. to have more people in jail than any country on Earth, but especially so duri… https://t.co/AegOSpgkJB",Sanders
129,"Trump may not understand it, but high-quality masks, distributed to every American household and produced in the U.… https://t.co/ct5wmJmCt1",Sanders
130,New Jersey: remember to vote today and cast your ballot for @Bonnie4Congress and @Arati4Congress. Let’s send these… https://t.co/8kXxNNPqG6,Sanders
131,"Trump's pathological lying never stops. While he continues to tell us how great the ""recovery"" is doing, the pandem… https://t.co/n5BrwJ0WPY",Sanders
132,"The temperature in Siberia is 100 degrees, wildfires are raging there and sea ice is melting. In the midst of all t… https://t.co/5jJSweuEx3",Sanders
133,"Congratulations to the many Native Americans and advocates who struggled to defeat this terrible pipeline, which sh… https://t.co/AzDAW2gLcD",Sanders
134,Politicians and the corporate media won't discuss it much but over the past 30 years the wealth of the top 1% has g… https://t.co/9uUbWkq5Gk,Sanders
135,We need to stop bipartisan support for a bloated military budget. While defense contractors make huge profits and w… https://t.co/vQebXzACVQ,Sanders
136,"We spend $740 billion on the Pentagon, but somehow we don't have enough money to provide health care, housing and c… https://t.co/XmMOanjM3e",Sanders
137,“We need elected leaders who are going to stand for what is morally right. Who are going to stand up for humanity.… https://t.co/gwvUKEvKia,Sanders
138,"Today I want to wish everybody a happy Fourth of July weekend. I hope that today, we take a look at where we have c… https://t.co/wzWCPj50ES",Sanders
139,She wants to create millions of good-paying jobs and rebuild our infrastructure and energy systems. She has been on… https://t.co/dTsF2EoMf5,Sanders
140,"I’m proud to endorse @Bonnie4Congress for re-election. Bonnie has always been a strong, progressive voice in the fi… https://t.co/dFGPqnFYcH",Sanders
141,"The business model of the pharmaceutical industry is unfettered greed.

This is not the time for corporate profitee… https://t.co/Zvvo8SODgl",Sanders
142,We need to reduce the military budget by 10% and use the savings to invest in distressed communities around the cou… https://t.co/Cgz2G3Prft,Sanders
143,"We need progressive leaders like @Booker4KY running for office, all over the country, at every level of government.… https://t.co/rSphDW7Mrh",Sanders
144,"Rent is due for millions today, at a time when more than 45 million Americans have filed for unemployment.

We need… https://t.co/msiIndcuJG",Sanders
145,"In my view, the time is long overdue for us to take a hard look not only at the size of the Pentagon budget, but at… https://t.co/QkevbMbxiz",Sanders
146,Congratulations to Colorado district attorney candidates @alonzopayneCO and @ap4ag for winning their primaries last… https://t.co/FHrJM1i2zu,Sanders
147,Thank you @Booker4KY for running an inspiring campaign to fight for progressive issues and uplift the working peopl… https://t.co/hnMCQUY9Cr,Sanders
148,Congress must ensure that the treatment and the vaccine for coronavirus are free to all Americans. You should not h… https://t.co/Puj1ZlQVZv,Sanders
149,"Colorado, today is Election Day! Be sure to return your ballot by 7 p.m. today and vote for DA candidates… https://t.co/EJ86r7WSmP",Sanders
150,"RT @NicholsUprising: Eugene Victor Debs, union leader and Socialist presidential candidate, was arrested 102 years ago today after he deliv…",Sanders
151,"RT @JamesHaslamVT: On June 30, I hope you can join @BernieSanders, @AyannaPressley, @VarshPrakash, @RoKhanna, @RightsVT, @RightsNH, @NHYout…",Sanders
152,"More Americans have died from the coronavirus than were killed fighting in World War I.

Tens of millions have lost… https://t.co/xSOrBfKQoQ",Sanders
153,"As a company, Gilead is now worth over $15 billion more than before the pandemic, in part because it expects to mak… https://t.co/zVLu13dqyB",Sanders
154,This is a major victory for reproductive rights. The Supreme Court has confirmed it over and over again: the decisi… https://t.co/iLbR7zHrE8,Sanders
155,"Happy #Pride to our LGBTQ+ family celebrating today. Fifty-one years after the Stonewall uprising, we remember the… https://t.co/OBBbz27ZNP",Sanders
156,Trump denies science. The pandemic spreads. One way to help save lives and prevent illness is for Congress to pass… https://t.co/uRYSjSyGJy,Sanders
157,"Just when you think Trump cannot be more vile or racist, he outdoes himself. This morning he shared a video in whic… https://t.co/LVuODgIKFh",Sanders
158,"When we say we have a rigged economy, that means billionaires getting richer during a pandemic while millions of pe… https://t.co/B0lphs8mU6",Sanders
159,We need to cut our military budget by 10 percent and invest that money in human needs.,Sanders
160,"Millions of Americans have lost their jobs and health insurance.

We should be empowering Medicare to cover all out… https://t.co/cOyQLqMcuh",Sanders
161,"I am proud to endorse Mayor @CarmenYulinCruz for governor of Puerto Rico.

There is no one who will fight harder or… https://t.co/MACtiT9uvQ",Sanders
162,"At this pivotal moment, we must make a decision.

Do we want to spend billions more on endless wars, or do we want… https://t.co/wncqh93mA7",Sanders
163,"If this horrific pandemic has taught us anything, it is that national security means a lot more than building bombs… https://t.co/VX8tVnWvli",Sanders
164,"RT @theintercept: Sen. Bernie Sanders will propose a sweeping 10 percent cut to Pentagon spending, with the savings redirected as grant mon…",Sanders
165,"What Tuesday’s election showed us is that the progressive movement is strong.

Together, we are effectively taking… https://t.co/CfOegn1DVa",Sanders
166,"What Eugene Debs was about was changing public consciousness. That’s what we have to do today. 

We must say: we do… https://t.co/6aSecTkV8q",Sanders
167,"Last night was a big night for our movement.

There is still much to be done to create a government that works for… https://t.co/Sj3gX0ZPJy",Sanders
168,Congratulations to @MondaireJones on his victory in the NY-17 congressional primary! New Yorkers understand we need… https://t.co/6SIK2wDqcw,Sanders
