,tweet,politican,Party,State
77,RT @equalityhealth: ¿Quieres saber si tienes #COVID19? Obtenga una prueba el 22 de agosto. Resultados dentro de 1-3 días. No se requiere se…,Kyrsten Sinema ,D,AZ 
78,RT @equalityhealth: No cost #COVID19 testing for you/your family on Aug. 22. Results within 1-3 days. No ID/insurance needed. Bring childre…,Kyrsten Sinema ,D,AZ 
79,Congressional leaders need to support Arizona’s non-profits as they serve on the front lines of this pandemic. https://t.co/MRfCxtyEXl,Kyrsten Sinema ,D,AZ 
80,RT @MayorGallego: The @CityofPhoenixAZ is excited to launch AZ’s 1st mobile #COVID testing van. It will provide much needed testing in a mo…,Kyrsten Sinema ,D,AZ 
81,"Arizonans: sign up for county-specific wildfire alerts through our website: 
https://t.co/LkLXk9pe9G",Kyrsten Sinema ,D,AZ 
82,Scammers are using the coronavirus pandemic to defraud Americans. We called for action at a Senate hearing and warn… https://t.co/mGpPtTjo3M,Kyrsten Sinema ,D,AZ 
83,"RT @SenatorSinema: Arizonans who need help during these difficult times can reach our team of social workers here:

📞 602-598-7327
📧 casewo…",Kyrsten Sinema ,D,AZ 
84,"Arizonans who need help during these difficult times can reach our team of social workers here:

📞 602-598-7327
📧 c… https://t.co/2DaJnRTMZs",Kyrsten Sinema ,D,AZ 
85,We’re proud to help get Americans back to work and ensure local restaurants can keep their doors open as we fight t… https://t.co/yUFk5u2nfu,Kyrsten Sinema ,D,AZ 
86,"#OTD in 1935, President Franklin Delano Roosevelt signed the Social Security Act into law. We're working to strengt… https://t.co/YawQo55clz",Kyrsten Sinema ,D,AZ 
87,"#OnThisDay, training for World War II stopped at Davis-Monthan Air Force Base after Japan's surrender on August 14,… https://t.co/NQn3N8DkxK",Kyrsten Sinema ,D,AZ 
88,"RT @SenatorSinema: Together, we can slow the spread of coronavirus in Arizona - we have to make smart decisions.

That means continuing to…",Kyrsten Sinema ,D,AZ 
89,RT @AnnaTovarAZ: ICYMI: 24/7 FREE #COVID19 testing site is now open @CityofTolleson-City Hall parking lot. Get your test results in 2-4 day…,Kyrsten Sinema ,D,AZ 
90,The administration needs to support Arizona’s National Guard during this pandemic. https://t.co/DwU4Q9sDmY,Kyrsten Sinema ,D,AZ 
91,"Today, we thank the incredible Navajo Code Talkers, who helped us win WWII. #NavajoCodeTalkersDay",Kyrsten Sinema ,D,AZ 
92,We’re leading members of the AZ delegation in urging the administration to support open cross-border trade with Mex… https://t.co/3IG7d5T10Y,Kyrsten Sinema ,D,AZ 
93,"Together, we can slow the spread of coronavirus in Arizona - we have to make smart decisions.

That means continuin… https://t.co/oHAwbH2YiJ",Kyrsten Sinema ,D,AZ 
94,We’re working to ensure Arizona students have the resources needed to learn from home. Any Arizonans needing assist… https://t.co/LdBOvYF6MZ,Kyrsten Sinema ,D,AZ 
95,Thank you @USChamber and @phxchamber for recognizing our support for Arizona employers. We’ll keep working to fuel… https://t.co/QICDsPlYpb,Kyrsten Sinema ,D,AZ 
96,RT @SRPjaneen: It was our pleasure @phxchamber -- friends @SenatorSinema received the USChamber Spirit of Enterprize Award during today's p…,Kyrsten Sinema ,D,AZ 
97,Senate leaders need to ensure Arizona seniors get the support they need in the next coronavirus relief package. https://t.co/84E8bVQ4gY,Kyrsten Sinema ,D,AZ 
98,.@fema safety grants ensure Arizona firefighters have the resources needed to do their jobs safely during the ongoi… https://t.co/4iwxuOHc6I,Kyrsten Sinema ,D,AZ 
99,"We’re designating 475 miles in AZ as part of the historic Butterfield Overland Trail, which was a 19th century post… https://t.co/BeFyHf6Y0Q",Kyrsten Sinema ,D,AZ 
100,We led the Arizona delegation’s request for more assistance from the federal government to combat COVID-19 in our s… https://t.co/Eg58E87WXD,Kyrsten Sinema ,D,AZ 
101,"Thank you, @BacktoSchoolCD, for providing hundreds of Arizona families with clothing and school supplies.
https://t.co/VIMgpDhPmk",Kyrsten Sinema ,D,AZ 
102,We’re strengthening the Sanitation Facilities Construction Program so Tribal communities in Arizona can access safe… https://t.co/4Rsey7WJ0t,Kyrsten Sinema ,D,AZ 
103,Hacer ejercicio en casa es más importante que nunca para mantenerse seguro y saludable durante la pandemia de COVID… https://t.co/V5qwf5aBTp,Kyrsten Sinema ,D,AZ 
104,"RT @SenatorSinema: Stay home.

Social distance.

Wear a mask.

👆 That’s how we reduce the spread of coronavirus in our communities. https:/…",Kyrsten Sinema ,D,AZ 
105,"Stay home.

Social distance.

Wear a mask.

👆 That’s how we reduce the spread of coronavirus in our communities. https://t.co/Voe8rYnnzH",Kyrsten Sinema ,D,AZ 
106,"Proud to see @cityoftucson expand free wifi to Arizonans impacted by coronavirus.
https://t.co/Jk5rC4nlga",Kyrsten Sinema ,D,AZ 
107,Free COVID-19 testing August 11-15 at Yuma Civic &amp; Convention Center. More details ⬇️ https://t.co/yA1KjeDRUf,Kyrsten Sinema ,D,AZ 
108,Congressional leaders need to protect Arizona’s children. We’re calling on them to support a national child abuse h… https://t.co/gBbt0IGX3L,Kyrsten Sinema ,D,AZ 
109,"Arizonans: if you’re in need of resources or assistance, call 2-1-1, 24 hours a day, 7 days a week for help. We’ll… https://t.co/26aBv6vdaO",Kyrsten Sinema ,D,AZ 
110,Our new bill makes sure seniors and veterans automatically receive direct payments from future coronavirus legislat… https://t.co/8TVbfaEtBW,Kyrsten Sinema ,D,AZ 
111,Arizonans - we have more testing sites and test results are coming back faster. Free COVID-19 testing from… https://t.co/ITzuJ6HPu3,Kyrsten Sinema ,D,AZ 
112,"RT @ASUBiodesign: *FREE #COVID19 DRIVE-THRU SALIVA TESTING* 
Saturday, 8/8 @statefarmstdm, 6:30am - 10:30am
Results back in 48hrs or less…",Kyrsten Sinema ,D,AZ 
113,"On #NationalPurpleHeartDay, we thank and honor those brave servicemembers who sacrificed so much to keep our country safe and secure.",Kyrsten Sinema ,D,AZ 
114,2 in 5 Arizonans have a pre-existing health condition - but the administration and some in Congress asked the Supre… https://t.co/2Qhsresx0z,Kyrsten Sinema ,D,AZ 
115,"Pima County will open nine COVID-19 testing sites from Tuesday, August 11 through Wednesday, August 19. Click here… https://t.co/5JhbW5GV1O",Kyrsten Sinema ,D,AZ 
116,"We’re introducing a bill that will transfer 4,800 acres of land to La Paz County, creating jobs and boosting solar… https://t.co/4yHm1nrTYv",Kyrsten Sinema ,D,AZ 
117,During this week's Commerce Committee hearing we talked about how scammers are using the pandemic as an opportunity… https://t.co/blLQqp7rwv,Kyrsten Sinema ,D,AZ 
118,The Senate just passed our bill to strengthen VA mental health services – helping make sure Arizona veterans get th… https://t.co/2JQEZPoZbl,Kyrsten Sinema ,D,AZ 
119,"#OnThisDay in 1965, the Voting Rights Act was signed into law by President Lyndon Johnson. Proud to cosponsor the J… https://t.co/F22qcz8YoG",Kyrsten Sinema ,D,AZ 
120,"RT @SenatorSinema: Arizona, we still need to be safe and smart.

Continue to stay home, wear a mask, and social distance in public. https:/…",Kyrsten Sinema ,D,AZ 
121,"Arizona, we still need to be safe and smart.

Continue to stay home, wear a mask, and social distance in public. https://t.co/7h436kDrAe",Kyrsten Sinema ,D,AZ 
122,Our bills making sure AZ veterans have access to the health care and benefits they’ve earned is now one step closer… https://t.co/eMT7yuFnb6,Kyrsten Sinema ,D,AZ 
123,"Free COVID-19 testing this Saturday, August 8 and Saturday, August 22 at Arizona Desert Elementary School Gym, 8803… https://t.co/vcxvaCzlBT",Kyrsten Sinema ,D,AZ 
124,.@CiudadPHX anunció un nuevo plan para garantizar que las familias de Arizona afectadas por COVID-19 tengan viviend… https://t.co/oELmS1kzxS,Kyrsten Sinema ,D,AZ 
125,.@USPS supports local businesses and delivers lifesaving prescription drugs. Our bill provides emergency assistance… https://t.co/VIQu2cKGKv,Kyrsten Sinema ,D,AZ 
126,"Phoenix families: @CoxComm extended its Connect2Compete service, providing two months of free internet access to lo… https://t.co/WZEA5DAfxX",Kyrsten Sinema ,D,AZ 
127,Our bill provides direct support to Arizona’s tourism industry which has been hit hard by the pandemic. https://t.co/6p6YQv9EnI,Kyrsten Sinema ,D,AZ 
128,Northern Arizona veterans: access critical resources here to keep you and your loved ones safe and healthy during t… https://t.co/vlVczLTOYM,Kyrsten Sinema ,D,AZ 
129,Our bipartisan bill ensures sacred objects honoring tribal communities’ heritage return to their rightful homes. https://t.co/WtKgLh5zoy,Kyrsten Sinema ,D,AZ 
130,FEMA awarded more than $2.6 million to 10 Arizona fire departments. https://t.co/KcHYHVwVby,Kyrsten Sinema ,D,AZ 
131,"RT @SenatorSinema: We can get through these challenging times, and we need to get through them together.

So please: continue to stay home…",Kyrsten Sinema ,D,AZ 
132,"Happy 230th Birthday, @USCG! Thank you for keeping us safe and secure.",Kyrsten Sinema ,D,AZ 
133,RT @AZDHS: Free #COVID19 testing: We have partnered with ASU to offer free diagnostic saliva tests. Find times and locations and preregiste…,Kyrsten Sinema ,D,AZ 
134,"We can get through these challenging times, and we need to get through them together.

So please: continue to stay… https://t.co/vvRlzgiiQd",Kyrsten Sinema ,D,AZ 
135,"RT @SenatorSinema: Bipartisanship is the only way forward.

It's how we passed the CARES Act, and it's the only way we will be able to pass…",Kyrsten Sinema ,D,AZ 
136,".@foodbanktucson needs volunteers to distribute meals to Arizona families in need. Learn how you can help:
https://t.co/GzBSvWq2um",Kyrsten Sinema ,D,AZ 
137,"Our virtual Service Academy Day is Thursday, August 6 at 12:00 p.m. - interested students, families, and teachers c… https://t.co/vEwh7O9t1z",Kyrsten Sinema ,D,AZ 
138,"While we all stay home as much as possible, check out this virtual tour of Arizona’s secret desert beaches:
https://t.co/M9qgW5hCdH",Kyrsten Sinema ,D,AZ 
139,"The administration must use the resources Congress approved to get food to those in need.
https://t.co/7FX2DJudtP",Kyrsten Sinema ,D,AZ 
140,Only by following best practices can we get through these challenging times. We all need to stay home as much as we… https://t.co/6ZBJ1kDdi3,Kyrsten Sinema ,D,AZ 
141,"We’re protecting AZ #publiclands - including our favorite places to celebrate #NationalMountainClimbingDay! ⛰
1️⃣ C… https://t.co/IdMVH4pbK1",Kyrsten Sinema ,D,AZ 
142,"#OnThisDay in 1911, Harriet Quimby became the first American woman to earn a pilot’s license ✈️",Kyrsten Sinema ,D,AZ 
143,Masks are key to slowing the spread of coronavirus. Order free cloth face masks here ⬇️ https://t.co/j64nT3U85Z,Kyrsten Sinema ,D,AZ 
144,HHS needs to release $100 million in CARES Act funding to support rural Arizona hospitals’ efforts to address docto… https://t.co/z9yHOtHIWY,Kyrsten Sinema ,D,AZ 
145,"Bipartisanship is the only way forward.

It's how we passed the CARES Act, and it's the only way we will be able to… https://t.co/PSYevr9IZr",Kyrsten Sinema ,D,AZ 
146,Participar en el censo es crítico para las familias de Arizona. Puede llenar el censo en español aquí: https://t.co/HRKQhXXagS,Kyrsten Sinema ,D,AZ 
147,"We’re calling on the USDA to help Arizona schools expand their meal programs.

https://t.co/jPpHOOBnDo",Kyrsten Sinema ,D,AZ 
148,"Today is #NationalWhistleblowerDay. If it weren’t for whistleblowers speaking out, we may not have learned about tr… https://t.co/d0KKgtPdgV",Kyrsten Sinema ,D,AZ 
149,.@uarizona offers coronavirus antibody tests for essential workers. Learn more here ➡️ https://t.co/QdCt8XCoOh,Kyrsten Sinema ,D,AZ 
150,"Our bipartisan bill ensures Arizona’s 310 special districts have access to critical coronavirus relief funding.

https://t.co/PK9sqL3Tdx",Kyrsten Sinema ,D,AZ 
151,"RT @SenatorSinema: Together, we can slow the spread of coronavirus in Arizona - we have to make smart decisions.

That means continuing to…",Kyrsten Sinema ,D,AZ 
152,"For 55 years, millions of Americans have relied on Medicare and Medicaid. We’re continuing to protect these critica… https://t.co/SeyfDL39jP",Kyrsten Sinema ,D,AZ 
153,"Together, we can slow the spread of coronavirus in Arizona - we have to make smart decisions.

That means continuin… https://t.co/Eo56Zwf0Eh",Kyrsten Sinema ,D,AZ 
154,"We’re helping Arizona workers telework as much as possible during this pandemic – keeping themselves, their loved o… https://t.co/X5Bg0v2gCm",Kyrsten Sinema ,D,AZ 
155,"Free COVID-19 testing this Saturday, August 1 at Paradise Valley Community College, 18401 N 32nd St, Phoenix, from… https://t.co/uQdC930yP7",Kyrsten Sinema ,D,AZ 
156,"Free COVID-19 testing this Saturday, August 1 at El Reposo Park, 502 E Alta Vista Rd, Phoenix, from 6am-11am.

Pre-… https://t.co/GshKPPFB4E",Kyrsten Sinema ,D,AZ 
157,Telehealth services are critical for rural veterans. We must improve broadband coverage so that our veterans can ge… https://t.co/l99HyG7XxJ,Kyrsten Sinema ,D,AZ 
158,Find COVID-19 testing sites near you - article includes links to register ⬇️ https://t.co/fpMY9tDEnL,Kyrsten Sinema ,D,AZ 
159,"Happy Birthday, @NASA! We’re committed to protecting America’s global leadership role in space exploration.",Kyrsten Sinema ,D,AZ 
160,"Glad to announce Kingman Airport will receive over $329,000 in funding to renovate the existing runway.
https://t.co/pkjPs32l78",Kyrsten Sinema ,D,AZ 
161,Frightening images from Tempe Town Lake. Hoping everyone in the area is staying safe and thankful for the first responders on the scene.,Kyrsten Sinema ,D,AZ 
162,"Arizona: the coronavirus is not going away any time soon.

What you can do to help 👇
-Stay home as much as possible… https://t.co/Sh55vXJbMt",Kyrsten Sinema ,D,AZ 
163,We must do all we can to prevent child abuse and support survivors. Our bipartisan bill funds a national child cris… https://t.co/ifImuK62aP,Kyrsten Sinema ,D,AZ 
164,"Thank you, @AzCHealthPlan, for awarding grants to 22 AZ nonprofits and health providers to help protect Arizonans f… https://t.co/hxAMSYh1Ca",Kyrsten Sinema ,D,AZ 
165,"We need to have policies in place to better respond to future emergencies like coronavirus.

https://t.co/dknxyd52BN",Kyrsten Sinema ,D,AZ 
166,"RT @equalityhealth: Equality Health Foundation, se está asociando con el @CityofPhoenixAZ, @maricopacounty, @SonoraQuestLabs, @AdelanteSalu…",Kyrsten Sinema ,D,AZ 
167,"RT @equalityhealth: Equality Health Foundation, is partnering w/ the @CityofPhoenixAZ, @maricopacounty @SonoraQuestLabs, @AdelanteHealth &amp;…",Kyrsten Sinema ,D,AZ 
168,"106 years ago, World War I began. Today, we remember and honor the brave servicemembers who protected our nation.",Kyrsten Sinema ,D,AZ 
169,"Free COVID-19 saliva-based testing from @ASUBiodesign today at @StateFarmStdm, 1 Cardinals Dr, Glendale, from 7am-1… https://t.co/ZamGO8iL60",Kyrsten Sinema ,D,AZ 
170,The administration and some members of Congress asked the Supreme Court to end protections for Arizonans with pre-e… https://t.co/1X6f99K28P,Kyrsten Sinema ,D,AZ 
171,"Our bipartisan TRUST Act protects Arizonan’s retirement and helps reduce the national debt.

https://t.co/D56yHUzrWl",Kyrsten Sinema ,D,AZ 
172,"Arizona is home to the best, most innovative small businesses. @LocalFirstAZ provides advice on how we can support… https://t.co/FlCLyrUaj8",Kyrsten Sinema ,D,AZ 
173,"RT @CoconinoCounty: Testing in Williams on Thursday, July 30 from 10am to 1pm. https://t.co/fgWIvVICAE",Kyrsten Sinema ,D,AZ 
174,"Great news - @ASU expanded its free saliva-based COVID-19 tests. Widespread, accessible testing with rapid results… https://t.co/pCwI45w3n0",Kyrsten Sinema ,D,AZ 
175,RT @DignityHealthAZ: Are you in need of a COVID-19 test? The Arizona Department of Health Services has created an interactive dashboard to…,Kyrsten Sinema ,D,AZ 
176,"On Thursday, August 6, join our virtual Service Academy Day at 12:00 p.m. RSVP here: https://t.co/zglveCI5uu and fi… https://t.co/zlZiMPbeEB",Kyrsten Sinema ,D,AZ 
177,"Here’s how to keep you and your loved ones safe while awaiting COVID-19 test results:

https://t.co/QhRF28FhG1",Kyrsten Sinema ,D,AZ 
178,Las condiciones crónicas pueden poner en peligro la vida si alguien contrae COVID-19. Escuche a un experto médico s… https://t.co/sALLr6p2ms,Kyrsten Sinema ,D,AZ 
179,We must protect health care for Arizonans with pre-existing conditions. That’s why we’re calling on the administrat… https://t.co/wOde6z9bFG,Kyrsten Sinema ,D,AZ 
180,"Incredible AZ nonprofit @CircletheCityAZ opened a hotel in Phoenix for COVID-19 patients experiencing homelessness.
https://t.co/dCpaazdLVc",Kyrsten Sinema ,D,AZ 
181,"The VA needs to develop a strategy to better support veterans experiencing homelessness in Arizona.
https://t.co/FoW0U7mbdQ",Kyrsten Sinema ,D,AZ 
182,"Tucson’s Quinlan Wilhite makes Arizona-themed face masks to keep our communities safe and healthy. 
https://t.co/cxh8AafI4y",Kyrsten Sinema ,D,AZ 
183,Our team proudly worked with the Mesa Chamber Aging and Health Care Committee to designate @CITYOFMESA a dementia-f… https://t.co/JBpJwV8yDt,Kyrsten Sinema ,D,AZ 
184,"Senate leaders are negotiating the next coronavirus relief package.

We’re pushing for Arizona priorities. 👇 https://t.co/GvPTqbxs94",Kyrsten Sinema ,D,AZ 
185,RT @ValledelSolAZ: Quick reminder that we still have openings for FREE COVID-19 testing this Friday July 24th and Saturday 25th from 7am- 6…,Kyrsten Sinema ,D,AZ 
186,The Senate passed this year's National Defense Authorization Act. We secured funding for a number of Arizona priori… https://t.co/cSUn00MTwp,Kyrsten Sinema ,D,AZ 
187,RT @CiudadPHX: La municipalidad de #PHX continúa ofreciendo pruebas de #COVID19 GRATUITAS en South Mountain Park y Maryvale High School tod…,Kyrsten Sinema ,D,AZ 
188,RT @AIPInstitute: Thank you @SenatorSinema &amp; @JRosenworcel #ConnectTribes  https://t.co/LrscdbhuoJ,Kyrsten Sinema ,D,AZ 
189,.@FlagShelterOrg provides Arizonans experiencing homelessness with private hotel rooms to allow for safe social dis… https://t.co/LmLyLWfHzy,Kyrsten Sinema ,D,AZ 
190,"RT @lisamurkowski: I joined @SenKevinCramer, @SenatorMenendez &amp; @SenatorSinema as a cosponsor of the Paycheck Protection Small Business For…",Kyrsten Sinema ,D,AZ 
191,Our bills continuing smart investment in Arizona’s airports are now one step closer to becoming law. https://t.co/SIR2BrVVFD,Kyrsten Sinema ,D,AZ 
192,Find coronavirus testing sites near you - article includes links to register ⬇️ https://t.co/4ZJlv3QJ0z,Kyrsten Sinema ,D,AZ 
193,"The Senate approved our resolution making July 22 Glioblastoma Awareness Day, honoring the legacy of Senator John M… https://t.co/wLTQnnX41N",Kyrsten Sinema ,D,AZ 
194,"RT @leagueofcities: Thank you @SenatorSinema for recognizing local cities, towns and villages in being essential to our nation’s economic r…",Kyrsten Sinema ,D,AZ 
195,"The U.S. House just passed our bill permanently funding the #LWCF - supporting good-paying Arizona jobs, protecting… https://t.co/LPz9rGtaEc",Kyrsten Sinema ,D,AZ 
196,Our Southwest Border Security Technology Improvement Act is now one step closer to becoming law and keeping Arizona… https://t.co/eXtnvQLnOM,Kyrsten Sinema ,D,AZ 
197,"RT @AnnaTovarAZ: ✅ 90 FREE #Covid_19 testing appointments remain open for today’s testing @CityofTolleson.✅ 

Register now for your spot: h…",Kyrsten Sinema ,D,AZ 
198,The IRS must give Arizona businesses flexibility with federal health care reporting deadlines during this pandemic. https://t.co/a43eP87hFW,Kyrsten Sinema ,D,AZ 
199,RT @AzCities: Thank you @SenatorSinema for understanding the foundational role that #localgovernments play in a successful #economy. State…,Kyrsten Sinema ,D,AZ 
0,"RT @SenFeinstein: We all know the root cause of this devastation is climate change. Even with California doing all it can, we can’t fight c…",Dianne Feinstein ,D,CA 
1,"Time is running out to complete the #2020Census! It’s quick, easy and confidential. Your responses will help determ… https://t.co/a9Jdct1saA",Dianne Feinstein ,D,CA 
2,"RT @RepRaulRuizMD: For 3 years, Desert Sage Youth Wellness Center has provided crucial services to support our native youth, yet there is S…",Dianne Feinstein ,D,CA 
3,I’m proud to join my colleagues in calling for a prohibition on the Trump administration’s use of funds to conduct… https://t.co/auw7bPi2uH,Dianne Feinstein ,D,CA 
4,"We all know the root cause of this devastation is climate change. Even with California doing all it can, we can’t f… https://t.co/hdOB4qlGPg",Dianne Feinstein ,D,CA 
5,One near-term solution is the Emergency Wildfire and Public Safety Act we introduced last month to carry out wildfi… https://t.co/m5lwTnRL54,Dianne Feinstein ,D,CA 
6,"Every time California suffers a particularly bad fire season, we ask the same questions: What can we do? How can we… https://t.co/S03YOx9bF3",Dianne Feinstein ,D,CA 
7,"RT @Readygov: If wildfires are affecting your area, have a go-bag packed in case you have to evacuate at a moment's notice. Include:

📋 Imp…",Dianne Feinstein ,D,CA 
8,RT @SF_emergency: 9/11 8 AM UPDATE: Air Quality is currently PURPLE- Very Unhealthy. Children and people with respiratory diseases should a…,Dianne Feinstein ,D,CA 
9,RT @lapublichealth: #AirQualityAdvisory: Air Quality is Unhealthy in Parts of Los Angeles County. View https://t.co/ff2ftx92Iy for more inf…,Dianne Feinstein ,D,CA 
10,"As we mark 19 years since our country was attacked by al-Qaeda terrorists, we’ll never forget the lives lost that d… https://t.co/AYSzIXHX0C",Dianne Feinstein ,D,CA 
11,"If you’ve already completed the #2020Census, great! There are only 20 days left to tell your friends and family to… https://t.co/vJXj2mDCuY",Dianne Feinstein ,D,CA 
12,RT @SenFeinstein: You can help keep @USPS afloat AND support breast cancer research by purchasing Breast Cancer Research Stamps. These stam…,Dianne Feinstein ,D,CA 
13,RT @Cal_OES: Preparedness is 🔑 There are simple steps you can take to be ready for an emergency. Visit our #PreparednessMonth website and #…,Dianne Feinstein ,D,CA 
14,Climate change shouldn’t be a partisan issue. All you have to do is look outside or read the news to see what’s hap… https://t.co/XbtAmdmeit,Dianne Feinstein ,D,CA 
15,"We asked @CFTC for recommendations on how to manage climate risk, because it’s clear that climate change poses seri… https://t.co/CTeVIWhghR",Dianne Feinstein ,D,CA 
16,"Wildfires have already burned millions of acres in California this year, and we’ve only just entered our traditiona… https://t.co/aczq1OMao4",Dianne Feinstein ,D,CA 
17,"RT @CAgovernor: #AirQuality is at unhealthy levels throughout much of the West Coast.

🏘️ Stay indoors and keep windows closed 
🚫🏃Reduce ph…",Dianne Feinstein ,D,CA 
18,"RT @fema: California &amp; Oregon residents: with extensive wildfires affecting parts of the state, it’s normal to experience stress &amp; anxiety.…",Dianne Feinstein ,D,CA 
19,Massive wildfires driven by climate change are devastating the Western United States. I’m glad our bipartisan bill… https://t.co/qFnmbSMiNO,Dianne Feinstein ,D,CA 
20,RT @lapublichealth: #AirQualityAdvisory: Air Quality is Unhealthy in Parts of Los Angeles County. View https://t.co/YKL85nOY0H for More Inf…,Dianne Feinstein ,D,CA 
21,"Time is running out to complete the #2020Census. The Constitution is clear that everyone, regardless of age, race,… https://t.co/7JVOoA3fQ0",Dianne Feinstein ,D,CA 
22,"As the start of fiscal year 2021 approaches, we’re once again calling on the administration to engage in good-faith… https://t.co/FUrRORbrPZ",Dianne Feinstein ,D,CA 
23,The administration has violated the law for the last three years by not consulting Congress on the number of refuge… https://t.co/rdzBumcRBD,Dianne Feinstein ,D,CA 
24,RT @CARBespanol: La #CalidaddelAire cambia a cada minuto durante #incendiosforestales. Manténgase al tanto con la información más reciente.…,Dianne Feinstein ,D,CA 
25,"RT @AirResources: #AirQuality changes by the minute during #wildfires. Stay up to date with the latest information.

✅ Local Air Districts…",Dianne Feinstein ,D,CA 
26,"Yesterday, President Trump blocked drilling off the coasts of Florida, Georgia &amp; South Carolina, but not the West C… https://t.co/P3Hv8NmaPr",Dianne Feinstein ,D,CA 
27,"RT @Cal_OES: Wildfires can spread rapidly and allow minimal time for evacuations. Make sure to have an emergency kit ready, know your evacu…",Dianne Feinstein ,D,CA 
28,I’d like to thank @RiteAid for making these stamps available at all their locations in the United States. This is a… https://t.co/JQ8NkED14b,Dianne Feinstein ,D,CA 
29,You can help keep @USPS afloat AND support breast cancer research by purchasing Breast Cancer Research Stamps. Thes… https://t.co/qKUYOgANaw,Dianne Feinstein ,D,CA 
30,"RT @Cal_OES: Stay informed of emergencies, like #wildfires with mobile alerts.  Sign up to receive Wireless Emergency Alerts when there is…",Dianne Feinstein ,D,CA 
31,"Happy 170th birthday to California! On this day in 1850, California was admitted to the Union as the 31st state. I’… https://t.co/479sXq0wgS",Dianne Feinstein ,D,CA 
32,RT @Cal_OES: Heavy smoke is impacting the majority of the state as large wildfires continue to burn. Limit outdoor activities and stay insi…,Dianne Feinstein ,D,CA 
33,RT @SenFeinstein: Californians affected by wildfires are eligible for disaster assistance through @FEMA. If you’ve been displaced or have i…,Dianne Feinstein ,D,CA 
34,"California is no stranger to wildfires, but this year is particularly bad. Our bill would increase the use of tools… https://t.co/FhkfTQHcH5",Dianne Feinstein ,D,CA 
35,#NationalPreparednessMonth is a good time to develop a response plan in case of a natural disaster. Not only is Cal… https://t.co/fiMN0gLXHq,Dianne Feinstein ,D,CA 
36,"RT @AirResources: #AirQuality changes by the minute during #wildfires. Stay up to date with the latest information.

✅ Local Air Districts…",Dianne Feinstein ,D,CA 
37,Wildfires are burning across California and evacuation orders are in effect for many parts of the state. Please con… https://t.co/8m5Mi4hHwP,Dianne Feinstein ,D,CA 
38,There are only three weeks left to complete the #2020Census and help ensure California receives the funding and rep… https://t.co/U29wd4uFKx,Dianne Feinstein ,D,CA 
39,We can’t let this important treaty expire without a successor agreement in place. By extending the current treaty w… https://t.co/gnQF2FvyHZ,Dianne Feinstein ,D,CA 
40,"President Trump needs to immediately extend New START, our last remaining bilateral nuclear arms control agreement… https://t.co/8Gz8voeM2M",Dianne Feinstein ,D,CA 
41,"RT @CAL_FIRE: #RedFlagWarning in effect today through Wednesday in much of California due to strong winds, low humidity and high temperatur…",Dianne Feinstein ,D,CA 
42,Californians affected by wildfires are eligible for disaster assistance through @FEMA. If you’ve been displaced or… https://t.co/gNdK0wamPI,Dianne Feinstein ,D,CA 
43,"This #LaborDay let’s recognize the millions of Americans who are on the front lines of this pandemic, working tirel… https://t.co/RCDOyJ6ZgD",Dianne Feinstein ,D,CA 
44,RT @SenFeinstein: Please be smart this Labor Day weekend and continue following all public health guidance. After Memorial Day and the Four…,Dianne Feinstein ,D,CA 
45,After Memorial Day and the Fourth of July we saw large surges in coronavirus cases. We can’t see a repeat of that t… https://t.co/OkidqGE4z7,Dianne Feinstein ,D,CA 
46,"RT @CAgovernor: 3 easy ways to reduce energy use right now:
Set your A/C set at 78° or higher. 
Turn off major appliances.
Turn off unneces…",Dianne Feinstein ,D,CA 
47,Please continue following all public health guidance this weekend. We’ve made progress in getting this virus under… https://t.co/RW0EbAKmip,Dianne Feinstein ,D,CA 
48,"We can’t backslide on safety precautions over Labor Day weekend. We’re all weary, but we can’t let the fatigue enda… https://t.co/WE4oHMt5aZ",Dianne Feinstein ,D,CA 
49,Glad to hear the administration decided to reverse course on its plan to defund the Stars and Stripes military news… https://t.co/v0N6qVSF8B,Dianne Feinstein ,D,CA 
50,"RT @MayorOfLA: I know this isn’t what you want to hear, but you need to cancel the party, barbecue or get together you planned for Labor Da…",Dianne Feinstein ,D,CA 
51,RT @SenFeinstein: Stars and Stripes is essential to the military community. Its $15.5 million budget is only a tiny fraction of the entire…,Dianne Feinstein ,D,CA 
52,There are only 27 days left to complete the census. The Constitution is clear that everyone living in the United St… https://t.co/YwchEDqymU,Dianne Feinstein ,D,CA 
53,"Between wildfires, COVID-19 and the decision to end counting operations a month early, it’s going to be hard to com… https://t.co/5FVaCBvYhS",Dianne Feinstein ,D,CA 
54,Stars and Stripes is essential to the military community. Its $15.5 million budget is only a tiny fraction of the e… https://t.co/afYtJVRLYX,Dianne Feinstein ,D,CA 
55,A background check should be completed before anyone gets a gun. It’s just common sense. Even a top former NRA offi… https://t.co/VUfT5SIMxT,Dianne Feinstein ,D,CA 
56,"RT @CAgovernor: CA is expecting another heatwave this Labor Day weekend &amp; we must conserve energy! 

From Saturday - Monday:
Pre-cool homes…",Dianne Feinstein ,D,CA 
57,"RT @RepJimmyPanetta: Wildfires, COVID19, and short deadlines are already making it hard to ensure we have a complete #2020Census. I am prou…",Dianne Feinstein ,D,CA 
58,September is #SuicidePrevention Month. The National Suicide Prevention Lifeline (1-800-273-8255) is available 24 ho… https://t.co/3ZyFyxshiT,Dianne Feinstein ,D,CA 
