,tweet,politican
168,We’re facing a serious threat — and we need to meet it together as one country. But this President gives us no dire… https://t.co/2fFknBkgJ1,Biden
169,"If I’m elected, I’ll immediately reach out to Dr. Fauci and ask him to continue his incredible service to our count… https://t.co/oF9sVgVh6X",Biden
170,"Mr. President, the American people didn’t make enormous sacrifices over the past four months so you could waste you… https://t.co/aFBzlGU8lx",Biden
171,"Tune in as I deliver remarks on how President Trump failed to protect the American people, save our economy, and co… https://t.co/CfY2r1qR62",Biden
172,"I want every single American to know: if you’re sick, if you’re struggling, if you’re worried about how you’re goin… https://t.co/7UC6ptkIiS",Biden
173,"As simple as it sounds, we need a president who listens. So much of this could have been prevented if Donald Trump… https://t.co/kkPHVtNCyc",Biden
174,"Folks, tomorrow night marks our first end-of-quarter deadline of the general election. We need your help to hit our… https://t.co/grxar7KyIn",Biden
175,The President spent his weekend golfing. https://t.co/zQepsL9lUp,Biden
176,Here’s my promise to you: I’ll appoint a director who will actually go after financial predators and protect consum… https://t.co/iOV5VLiS9T,Biden
177,Today's decision reaffirmed that states can't put in place laws that unduly burden a woman's right to make her own… https://t.co/ChFksr43Km,Biden
178,"It's time we remember who we are as Americans: we treat each other with dignity and respect, we leave nobody behind… https://t.co/uIIfqcdQvm",Biden
179,"William Perry Pendley spent his career fighting to sell off public lands — and to allow drilling, mining, and loggi… https://t.co/PqxjqDDJ0I",Biden
180,White supremacy should be rooted out and relegated to the pages of history — not promoted by the President of the United States.,Biden
181,The arc of the moral universe bent a little bit more today. https://t.co/OzyeyLc3Rc,Biden
182,Obamacare was and is a big deal. We can't let Donald Trump tear it down — we have to protect and build on it. https://t.co/P9QZvidZmD,Biden
183,"51 years ago today, a movement was born on Christopher Street. As we remember the anniversary of the Stonewall Upri… https://t.co/NaHGm31BLM",Biden
184,"Donald Trump's entire presidency has been a gift to Putin, but this is beyond the pale. It’s a betrayal of the most… https://t.co/R4Myr8lvo6",Biden
185,Today the President shared a video of people shouting “white power” and said they were “great.” Just like he did af… https://t.co/wtS2vFCMLI,Biden
186,"Children should be released from ICE detention with their parents immediately. This is pretty simple, and I can't b… https://t.co/1kZmEO5cgq",Biden
187,"Now, let's push our progress further.

https://t.co/gm6jgUrcaT https://t.co/06VQXBIkTu",Biden
188,"Every day that Donald Trump sits in the Oval Office, he proves just how unfit he is to lead our nation.",Biden
189,Wear a mask. https://t.co/lejMbH1jjC,Biden
190,"If Donald Trump prevails in the U.S. Supreme Court, insurers could strip away your health insurance coverage or jac… https://t.co/dRyAPXR0QS",Biden
191,Equal representation and participation matter. #DCStatehood https://t.co/EmwKbEeuI3,Biden
192,"I know these times are dark, but I firmly believe that our best days still lie ahead. If we come together as one Am… https://t.co/7SdvItJuXA",Biden
193,Health care is a right for all — not a privilege for the few. We have to ensure every single American has access to… https://t.co/7f6BLldIul,Biden
194,"Congratulations, Alexis. We need you in this fight. Proud to stand with you and Planned Parenthood Action Fund. https://t.co/7x7UP9KutR",Biden
195,Progress is possible. https://t.co/wvw97zNd9j,Biden
196,Donald Trump is acting like a child who just can’t believe this pandemic has happened to him. https://t.co/06xilwAmlV,Biden
197,"Last week, President Trump claimed the virus would ""fade away.""

Now, we're facing a record-high number of new case… https://t.co/5EVsUMl2kv",Biden
198,"In this moment, we have an enormous opportunity to root out systemic racism and close the racial wealth and income… https://t.co/7MZS3GBDAd",Biden
199,Donald Trump is the worst possible person to lead us through a global pandemic.,Biden
0,"RT @CoriBush: It’s GO TIME, y’all 💪🏾

This Saturday, join @BernieSanders and me for a day of action! We’ll be on the phones from 11am-5pm C…",Sanders
1,RT @IlhanMN: We've taken on corporations that put profit over people. A campaign system fueled by corporate cash. A justice system that doe…,Sanders
2,RT @sunrisemvmt: Sign up for our Wide Awake leadership program! https://t.co/NAMoNh1GZQ https://t.co/3uEmgAxAme,Sanders
3,"Trump wants to give wealthy businessmen a tax break to go out to fancy restaurants, but opposes nutrition assistanc… https://t.co/M9jwx9cSWd",Sanders
4,"If we stand together, we can pass a Green New Deal and protect the planet for future generations. Join our organizi… https://t.co/2TGkvmFQ1I",Sanders
5,Join our day of action on Saturday! Let’s continue the political revolution and expand our movement by electing str… https://t.co/bfI6qsfX2U,Sanders
6,"Today, almost half of the Senate Democratic Caucus voted to cut Pentagon spending by 10% and invest in human needs.… https://t.co/OJ4AlOzjpf",Sanders
7,"TONIGHT: Join me, @sunrisemvmt, and @CoriBush for an important organizing call. 

Together, we can win a progressiv… https://t.co/BUhc8c00mH",Sanders
8,"22 million people are in danger of eviction.

50 million have filed for unemployment.

This is not the time to spen… https://t.co/OqUxtBnC2B",Sanders
9,"RT @CoriBush: I’m hyped y’all! 

I’ll be joining @BernieSanders and @sunrisemvmt TOMORROW at 7:30pm CT / 8:30pm ET to talk about the next s…",Sanders
10,Rep. Ted Yoho should spend his time fighting for the thousands of Floridians who are about to lose unemployment ben… https://t.co/ccWSMoeHt3,Sanders
11,"Tomorrow night, join me, @sunrisemvmt, and congressional candidate @CoriBush for an important call on continuing ou… https://t.co/MdjZEzMGyI",Sanders
12,RT @sunrisemvmt: Join us tomorrow with @BernieSanders @CoriBush  and Sunrise organizer Naomi Hollard to discuss how we can keep organizing…,Sanders
13,"Trump has now concluded that wearing masks is a good idea. That's great. Tragically, for thousands who unnecessaril… https://t.co/wrqqlwRKhm",Sanders
14,We must change our priorities. Add your name to say you support a 10% cut in annual Pentagon spending to allow for… https://t.co/567t1WhFQp,Sanders
15,"What if maybe, just maybe, instead of passing a $740 billion defense budget, the Senate used funds to create jobs a… https://t.co/j6rqxiXMk0",Sanders
16,"My Senate colleagues have a fundamental choice:

Vote to spend more money on endless wars while failing to provide… https://t.co/6RMrZLlyDs",Sanders
17,"During this pandemic Jeff Bezos saw his wealth increase by $74 billion.

Meanwhile, 50 million Americans are filing… https://t.co/eYJed6ISI2",Sanders
18,"As coronavirus infections, hospitalizations and deaths are surging to record levels across America, the Republican… https://t.co/FbBWcyZu3a",Sanders
19,"“Every gun that is made, every warship launched, every rocket fired signifies, in the final sense, a theft from tho… https://t.co/FXUhVDcSpB",Sanders
20,Today I stand with workers across the country who are participating in the #StrikeForBlackLives. Our job as a natio… https://t.co/RLiKX04Usy,Sanders
21,We have got to transform our priorities. We should not pass a $740 billion defense budget at a time when so many ar… https://t.co/2PzP2HfHqj,Sanders
22,"Tens of millions of Americans have filed for unemployment and this is what the Republicans are offering? Instead, w… https://t.co/ujMcIUNjtb",Sanders
23,In recent months 30 million workers have lost their jobs and their income. Many struggle to put food on the table.… https://t.co/ji1LwaXm68,Sanders
24,"In the richest nation in the world, people are forced to risk their lives for starvation wages. That is a moral out… https://t.co/3lxb4No3UW",Sanders
25,The U.S.A. is the only major country not to guarantee health care to all. If you're wealthy you can buy excellent c… https://t.co/p9FH0idSjX,Sanders
26,"Amidst the many crises we face, we cannot ignore that the climate crisis is getting worse. Now is the time to end o… https://t.co/dPs3vMsttK",Sanders
27,"Against the wishes of state and local officials, unmarked federal agents in combat gear have invaded parts of Portl… https://t.co/nTWil6RuSt",Sanders
28,Let’s use the Defense Production Act and get every American the masks they need. https://t.co/lj9jErLNqY,Sanders
29,John Lewis inspired millions to fight for justice. His courage helped transform this country. He won’t ever be forg… https://t.co/FG8KPFiKjn,Sanders
30,"In Portland, federal agents in combat gear pulled protesters off the street and jailed them without charge. That is… https://t.co/gr50CVvp8G",Sanders
31,We must reduce the military budget by 10% and use that $74 billion in savings to invest in communities ravaged by e… https://t.co/2oPQ0h1faR,Sanders
32,"In 2018, Floridians overwhelmingly voted to re-enfranchise felons. The outrageous poll tax passed in response to th… https://t.co/ULNUE4tKYe",Sanders
33,"It's time to rethink what we value as a society and to fundamentally transform our national priorities. 

Cutting t… https://t.co/iiFXfjKObi",Sanders
34,Congratulations to @JamaalBowmanNY for winning the congressional primary in NY-16! Jamaal will be a powerful advoca… https://t.co/eckWHu6Qcv,Sanders
35,I stand with the workers and immigrants in New York fighting for a just coronavirus relief package and to… https://t.co/uGlgAObF1u,Sanders
36,"RT @bravenewfilms: LISTEN UP

Slashing the Pentagon’s budget by 10% will free $74 BILLION to invest into jobs, education, housing, and heal…",Sanders
37,Because of Trump's ineptitude the pandemic is getting worse. He must be defeated. https://t.co/XgIGtRrnKl,Sanders
38,"While 29 new people in America became billionaires, 119 million Americans have seen their income go down.",Sanders
39,"While Americans pay, by far, the highest prices in the world for prescription drugs, Gilead is charging more than $… https://t.co/bNBuaDnxid",Sanders
40,While Amazon refuses to provide paid sick leave to its workers and recently eliminated hazard pay for essential wor… https://t.co/4BhrIgI3Wg,Sanders
41,"While American households have lost $6.5 trillion in wealth and 50 million Americans have filed for unemployment, t… https://t.co/zVDqbe4trn",Sanders
42,"While one out of five Americans cannot afford the medicine prescribed by their doctors, the CEO of Moderna became a… https://t.co/oUhbkSTkcm",Sanders
43,"While 28 million Americans are in danger of being evicted from their homes and thrown out on the street, JP Morgan… https://t.co/VB8Cubjqx3",Sanders
44,"During the pandemic, while a record-breaking 5.4 million Americans lost their health insurance, UnitedHealth—one of… https://t.co/CtccXcUyuN",Sanders
45,"Pharmaceutical companies have been given $6 billion in taxpayer dollars, and more to come, to develop a coronavirus… https://t.co/EyAhzQke8W",Sanders
46,Don't let anybody fool you. The progressive movement today is winning. https://t.co/3paAZKwuRf,Sanders
47,"RT @IlhanMN: ""We need Ilhan's leadership in the Congress. We need her voice speaking out for justice. Please work for Ilhan, vote for Ilhan…",Sanders
48,Due to technical difficulties we are postponing tonight's livestream. Thank you to all our panelists and to those who tuned in.,Sanders
49,"STARTING SOON: Join our virtual town hall on the growing danger of the coronavirus pandemic, featuring… https://t.co/2vJoOnLTAe",Sanders
50,"Tragically, Trump's rejection of science has led to the loss of tens of thousands of lives.

Per capita, in the U.S… https://t.co/JtkeSsThVs",Sanders
51,.@IlhanMN is a woman of incredible strength. We need her leadership in Congress. I'm pleased to endorse her campaig… https://t.co/IhIJFeZaeC,Sanders
52,Congratulations @SiegelForTexas for winning his primary for TX-10! We need progressives like Mike to be elected to… https://t.co/vSDclBJfP4,Sanders
53,"RT @LemonadaMedia: You may have heard of our next guest...

@BernieSanders and @ASlavitt discuss Medicare For All and get into the Senator'…",Sanders
54,Congratulations to @JosePGarza for winning the primary runoff to be Travis County’s next district attorney. We need… https://t.co/rfumEmAlcU,Sanders
55,"When people come together to stand up for justice, we win. 

Congratulations to the young people and community orga… https://t.co/BawqQUWUgi",Sanders
56,"Millions of Americans lost jobs during the pandemic. Meanwhile, JP Morgan Chase—the largest bank in the country—ann… https://t.co/rpmkx9QSRs",Sanders
57,"Here's the state of our economy.

Over the last 30 years, the top 1% has seen an increase in  wealth of $22 trillio… https://t.co/ayiQuyXhnb",Sanders
58,Texas: vote today for @JosePGarza and @SiegelForTexas! Be safe and find your voting information at… https://t.co/TOOBQ2HoZ6,Sanders
59,".@KatrinaNation is absolutely right. We must change our priorities and invest in the needs of working Americans, no… https://t.co/PXaHDDRnFT",Sanders
60,The change we need will not happen tomorrow. But it is important that we maintain our vision and continue to fight. https://t.co/RXOIZUJpx9,Sanders
61,"The fact that our ""very stable genius"" president prefers to be briefed about the pandemic by a game show host on Tw… https://t.co/cmuBBUcG2D",Sanders
62,"As the pandemic surges, Trump is more clueless, isolated and unhinged than ever. He is undermining Dr. Fauci, and b… https://t.co/fORFesgssW",Sanders
63,"RT @SiegelForTexas: Thank you Senator @BernieSanders!

I’m so honored to be in this fight with you. Together in 2021 we will fight for solu…",Sanders
64,"Texas, vote for @SiegelForTexas tomorrow to help us continue our fight for Medicare for All, a livable planet and t… https://t.co/uP9iy7k4SI",Sanders
65,"Trump is finally wearing a mask. Too little too late. 

His refusal to develop national pandemic policy based on sc… https://t.co/O2VQnufXyG",Sanders
66,"Trump commutes Roger Stone's sentence, while Black and Brown kids sit in jail. This is why we need major reform of… https://t.co/vYa1iEs1FT",Sanders
67,Mitt Romney and I hold different opinions on virtually everything. But I agree with him strongly that Trump's commu… https://t.co/LpbX1nN3oa,Sanders
68,"It's summer. It's hot. It's vacation time. Sadly, the U.S. is the only major country not to guarantee any paid vaca… https://t.co/gNDfVoKAuz",Sanders
69,"We can keep winning races and electing progressives around the country, but we need your help. Join our… https://t.co/RM500ff7br",Sanders
70,This month the Senate will vote on my amendment to cut the Pentagon's bloated $740 billion budget and invest in hou… https://t.co/QyFabHpA7o,Sanders
71,"Trump rejects science on COVID-19. And thousands unnecessarily die. 

Trump rejects science on climate change. And… https://t.co/rYOR1utbdB",Sanders
72,Here's something we don't discuss much. Life expectancy is in direct correlation to income. If you're rich you're l… https://t.co/TlAkDKkviV,Sanders
73,Sign up to join our day of action on Saturday! Let’s continue the political revolution and expand our movement by e… https://t.co/kVgwKwriHo,Sanders
74,Our job: put as much pressure as possible on Republican leaders to take action to help the American people right no… https://t.co/Ykn7G34tIW,Sanders
75,"RT @JulieOliverTX: Senator Sanders has never forgotten that Congress is supposed to serve people, not corporations -- and that families str…",Sanders
76,Jane and I are deeply saddened to hear that Pamela Sue Rush has passed away. I will always carry with me what she s… https://t.co/7ka6xsES6f,Sanders
77,RT @CathFlowers: She passed away from Covid on July 3rd. Let’s remove the injustice and structures that trapped her. https://t.co/bdu5mPcYFi,Sanders
78,"As someone who grew up in poverty, @JulieOliverTX knows the struggle working Texans face each and every day. The pe… https://t.co/qk2WUsgwTS",Sanders
79,"RT @paulajean2020: Y'all, I am beyond words!
I first met Bernie because he showed up right here in WV. Even though he was surrounded by pre…",Sanders
80,".@paulajean2020 will be a senator who stands up to the political and economic establishment, puts the working class… https://t.co/ermxYtOabS",Sanders
81,"I don’t have to tell anybody that these are really crazy times. 

But we cannot lose sight of the fact that we have… https://t.co/8iILBusjSG",Sanders
82,I look forward to working with Vice President Biden to help him win this campaign and to move this country forward… https://t.co/G4NyNh8Abc,Sanders
83,"Though the end result isn't what I or my supporters would've written alone, the task forces have created a good pol… https://t.co/j6op2jPUHs",Sanders
84,"While @JoeBiden and I, and our supporters, have strong disagreements about some of the most important issues facing… https://t.co/b8HSMECEVZ",Sanders
85,Let’s keep up the momentum for progressive candidates running across the country! Sign up to join our Summer of Act… https://t.co/anFFIiPN78,Sanders
86,"Should decisions on health care be determined by the patient? Or, should they be controlled by the whims of the emp… https://t.co/ES7r9MKvg8",Sanders
87,RT @Bonnie4Congress: Grateful for you @BernieSanders! I'm looking forward to continuing to work with you on the critical issues that will h…,Sanders
88,Patients’ ability to get contraception shouldn’t be up to employers. It should be a decision between patients and t… https://t.co/GKeIc7UPrr,Sanders
89,Congratulations to @Bonnie4Congress for winning her primary last night. I look forward to continue working with her… https://t.co/XOZY3kRrJn,Sanders
90,"This economic crisis is not ending soon.

Tens of millions of people have lost their jobs.

They should not lose th… https://t.co/IeHcMpqIpW",Sanders
91,"It's always unacceptable for the U.S. to have more people in jail than any country on Earth, but especially so duri… https://t.co/AegOSpgkJB",Sanders
92,"Trump may not understand it, but high-quality masks, distributed to every American household and produced in the U.… https://t.co/ct5wmJmCt1",Sanders
93,New Jersey: remember to vote today and cast your ballot for @Bonnie4Congress and @Arati4Congress. Let’s send these… https://t.co/8kXxNNPqG6,Sanders
94,"Trump's pathological lying never stops. While he continues to tell us how great the ""recovery"" is doing, the pandem… https://t.co/n5BrwJ0WPY",Sanders
95,"The temperature in Siberia is 100 degrees, wildfires are raging there and sea ice is melting. In the midst of all t… https://t.co/5jJSweuEx3",Sanders
96,"Congratulations to the many Native Americans and advocates who struggled to defeat this terrible pipeline, which sh… https://t.co/AzDAW2gLcD",Sanders
97,Politicians and the corporate media won't discuss it much but over the past 30 years the wealth of the top 1% has g… https://t.co/9uUbWkq5Gk,Sanders
98,We need to stop bipartisan support for a bloated military budget. While defense contractors make huge profits and w… https://t.co/vQebXzACVQ,Sanders
99,"We spend $740 billion on the Pentagon, but somehow we don't have enough money to provide health care, housing and c… https://t.co/XmMOanjM3e",Sanders
100,“We need elected leaders who are going to stand for what is morally right. Who are going to stand up for humanity.… https://t.co/gwvUKEvKia,Sanders
101,"Today I want to wish everybody a happy Fourth of July weekend. I hope that today, we take a look at where we have c… https://t.co/wzWCPj50ES",Sanders
102,She wants to create millions of good-paying jobs and rebuild our infrastructure and energy systems. She has been on… https://t.co/dTsF2EoMf5,Sanders
103,"I’m proud to endorse @Bonnie4Congress for re-election. Bonnie has always been a strong, progressive voice in the fi… https://t.co/dFGPqnFYcH",Sanders
104,"The business model of the pharmaceutical industry is unfettered greed.

This is not the time for corporate profitee… https://t.co/Zvvo8SODgl",Sanders
105,We need to reduce the military budget by 10% and use the savings to invest in distressed communities around the cou… https://t.co/Cgz2G3Prft,Sanders
106,"We need progressive leaders like @Booker4KY running for office, all over the country, at every level of government.… https://t.co/rSphDW7Mrh",Sanders
107,"Rent is due for millions today, at a time when more than 45 million Americans have filed for unemployment.

We need… https://t.co/msiIndcuJG",Sanders
108,"In my view, the time is long overdue for us to take a hard look not only at the size of the Pentagon budget, but at… https://t.co/QkevbMbxiz",Sanders
109,Congratulations to Colorado district attorney candidates @alonzopayneCO and @ap4ag for winning their primaries last… https://t.co/FHrJM1i2zu,Sanders
110,Thank you @Booker4KY for running an inspiring campaign to fight for progressive issues and uplift the working peopl… https://t.co/hnMCQUY9Cr,Sanders
111,Congress must ensure that the treatment and the vaccine for coronavirus are free to all Americans. You should not h… https://t.co/Puj1ZlQVZv,Sanders
112,"Colorado, today is Election Day! Be sure to return your ballot by 7 p.m. today and vote for DA candidates… https://t.co/EJ86r7WSmP",Sanders
113,"RT @NicholsUprising: Eugene Victor Debs, union leader and Socialist presidential candidate, was arrested 102 years ago today after he deliv…",Sanders
114,"RT @JamesHaslamVT: On June 30, I hope you can join @BernieSanders, @AyannaPressley, @VarshPrakash, @RoKhanna, @RightsVT, @RightsNH, @NHYout…",Sanders
115,"More Americans have died from the coronavirus than were killed fighting in World War I.

Tens of millions have lost… https://t.co/xSOrBfKQoQ",Sanders
116,"As a company, Gilead is now worth over $15 billion more than before the pandemic, in part because it expects to mak… https://t.co/zVLu13dqyB",Sanders
117,This is a major victory for reproductive rights. The Supreme Court has confirmed it over and over again: the decisi… https://t.co/iLbR7zHrE8,Sanders
118,"Happy #Pride to our LGBTQ+ family celebrating today. Fifty-one years after the Stonewall uprising, we remember the… https://t.co/OBBbz27ZNP",Sanders
119,Trump denies science. The pandemic spreads. One way to help save lives and prevent illness is for Congress to pass… https://t.co/uRYSjSyGJy,Sanders
120,"Just when you think Trump cannot be more vile or racist, he outdoes himself. This morning he shared a video in whic… https://t.co/LVuODgIKFh",Sanders
121,"When we say we have a rigged economy, that means billionaires getting richer during a pandemic while millions of pe… https://t.co/B0lphs8mU6",Sanders
122,We need to cut our military budget by 10 percent and invest that money in human needs.,Sanders
123,"Millions of Americans have lost their jobs and health insurance.

We should be empowering Medicare to cover all out… https://t.co/cOyQLqMcuh",Sanders
124,"I am proud to endorse Mayor @CarmenYulinCruz for governor of Puerto Rico.

There is no one who will fight harder or… https://t.co/MACtiT9uvQ",Sanders
125,"At this pivotal moment, we must make a decision.

Do we want to spend billions more on endless wars, or do we want… https://t.co/wncqh93mA7",Sanders
126,"If this horrific pandemic has taught us anything, it is that national security means a lot more than building bombs… https://t.co/VX8tVnWvli",Sanders
127,"RT @theintercept: Sen. Bernie Sanders will propose a sweeping 10 percent cut to Pentagon spending, with the savings redirected as grant mon…",Sanders
128,"What Tuesday’s election showed us is that the progressive movement is strong.

Together, we are effectively taking… https://t.co/CfOegn1DVa",Sanders
129,"What Eugene Debs was about was changing public consciousness. That’s what we have to do today. 

We must say: we do… https://t.co/6aSecTkV8q",Sanders
130,"Last night was a big night for our movement.

There is still much to be done to create a government that works for… https://t.co/Sj3gX0ZPJy",Sanders
131,Congratulations to @MondaireJones on his victory in the NY-17 congressional primary! New Yorkers understand we need… https://t.co/6SIK2wDqcw,Sanders
132,"This crisis is far from over.

We absolutely must extend the $600 a week in expanded unemployment benefits that exp… https://t.co/yVTNhxkYcX",Sanders
133,"The people in her district have spoken loudly and clearly about her leadership, her struggles for workers's rights,… https://t.co/GgnB4MChLb",Sanders
134,"Congratulations to @AOC for winning her primary tonight! In less than two years, she has become a major leader in C… https://t.co/gKPvKRlQ3s",Sanders
135,RT @JamaalBowmanNY: https://t.co/qLdBstmfb4,Sanders
136,"RT @Booker4KY: STAY IN LINE!

Kentucky, your voice matters. If you are in line, stay there! If you are voting in Louisville and you are at…",Sanders
137,"Kentucky, there’s still time to get out and vote for @Booker4KY. Find your polling place here:… https://t.co/LqqkOxGDtk",Sanders
138,"When people in the world’s richest country turn on their taps, the water they drink should be clean.

Let us demand… https://t.co/p06UhY5kd0",Sanders
139,"Kentucky voters, be sure to postmark your ballot or vote in-person today.

Let’s help @Booker4KY take on Mitch McCo… https://t.co/h2E3zIlyP0",Sanders
140,"New York, be sure to vote today for:

@AOC
@SamelysLopez
@JamaalBowmanNY
@MondaireJones
@jessicaramos… https://t.co/ggXuHlgNIF",Sanders
141,"Join Bernie, @mrdannyglover and @NicholsUprising for a screening and discussion of the documentary, ""The Revolution… https://t.co/qIlQcdiQGw",Sanders
142,"New York: Tuesday is Election Day!

Be sure to vote for these strong progressives who will help us transform the co… https://t.co/2W751dzm8j",Sanders
143,"Tomorrow, Kentuckians have a chance to continue the work we started.

Together, we can achieve Medicare for All, a… https://t.co/7vLWXVORk9",Sanders
144,"A few days ago, temperatures within the Arctic Circle topped 100 degrees, shattering records. With so many unpreced… https://t.co/Kliwup46LY",Sanders
145,"The rich continue to get much richer while workers suffer. Since the pandemic started, 643 billionaires have seen t… https://t.co/kLXPG3Z03h",Sanders
146,"RT @NicholsUprising: “I am for Socialism because I am for humanity. We have been cursed with the reign of gold long enough.”
— Eugene V. De…",Sanders
147,"Tonight, join me for a screening of ""The Revolutionist,"" a film on the life and times of Eugene Debs, with a panel… https://t.co/namwtvWvRS",Sanders
148,"Trump expected tens and tens of thousands of people to show up for him in Tulsa.

Only 6,200 did.

I think there ma… https://t.co/C2idsg8AHs",Sanders
149,Jane and I want to take this opportunity to wish all the fathers in our country a Happy Father's Day. There is noth… https://t.co/LKvbd2YiYo,Sanders
150,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and… https://t.co/dRknJbvWqY",Sanders
151,There’s still time to join our first Day of Action to elect progressive candidates. Sign up for a phonebank today t… https://t.co/pt0LnGETDk,Sanders
152,"RT @sunrisemvmt: BIG NEWS! @BernieSanders is joining Sunday’s #Juneteenth to GOTV virtual rally w/ @JamaalBowmanNY, @booker4ky, @NelStamp &amp;…",Sanders
153,Trump is the most corrupt president in our lifetimes and we’re witnessing more evidence today. The DOJ is not meant… https://t.co/tE8Us3z9D1,Sanders
154,“This is a moment where we need some political mountains to move. We need some structural mountains to move. We nee… https://t.co/mwnRmcbcp3,Sanders
155,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guide… https://t.co/3TQXmrm0ZZ",Sanders
156,"“Our foreign policy is focused on diplomacy... a global Green New Deal, understanding foreign policy through the le… https://t.co/qzabQXHMfm",Sanders
157,I agree with @mrdannyglover. Juneteenth should finally be made a national holiday. https://t.co/W9MrYl2VAk,Sanders
158,RT @janeosanders: I visited Black Wall Street in Tulsa to meet w/ members of the Greenwood Chamber of Commerce and small business owners wo…,Sanders
159,"RT @janeosanders: As the protests lay bare, this history isn’t known. We must expose the truths about the brutal and unjust treatment that…",Sanders
160,"RT @janeosanders: Today, we commemorate Juneteenth, honoring this day in 1865 that marked the end of slavery. Yet the horrors of racial inj…",Sanders
161,Today we must recommit to building a nation that is based on justice and to root out systemic racism wherever it ex… https://t.co/sBPlyi5DE4,Sanders
162,Understanding the horrors and lasting legacy of slavery is a critical step to making the changes we need in our wor… https://t.co/tHtSsoPkfa,Sanders
163,"It is at once beautiful to see millions of people fighting for change, and heartbreaking that more than 150 years a… https://t.co/gk6LosyUft",Sanders
164,"Today is an opportunity to confront the systemic, institutionalized racism at the heart of America, as we see unpre… https://t.co/ILAa4VwdAl",Sanders
165,"As we celebrate #Juneteenth today and commemorate the abolition of slavery in the United States, we face a transfor… https://t.co/2uiTuXej0j",Sanders
166,"RT @JamaalBowmanNY: Wow. I just got off the phone with the triple OG himself, @BernieSanders! https://t.co/6aOjTve4t6",Sanders
167,"RT @AOC: A better world is not only possible, it is within our reach.

From mutual aid in our communities to solidarity in the streets, the…",Sanders
168,"The ""Democratic Majority for Israel"" is a corporate/Republican-funded super PAC that runs ugly, negative ads agains… https://t.co/HAeuUdlqzQ",Sanders
169,"Rayshard Brooks, George Floyd and Breonna Taylor should be alive today. Now is not the time for more studies. Now i… https://t.co/tqbr8dwNU9",Sanders
170,Trump’s decision to end DACA was one of the ugliest and cruelest decisions ever made by a president in modern histo… https://t.co/eGakmJYJ2H,Sanders
171,"Monday's Supreme Court decision on LGBTQ+ rights is a major, major step forward for the United States. https://t.co/1duZpSujDM",Sanders
172,"Walmart, our largest employer, is owned by the Waltons, the wealthiest family in America, who are worth nearly $200… https://t.co/Lx0GQOrtxt",Sanders
173,"If we’re going to bring about transformative change in this country and take on powerful special interests, we must… https://t.co/zL9W5pqeSX",Sanders
174,"Two years ago, Amazon raised their minimum wage to $15 an hour. Today, Target raised their minimum wage to $15 an h… https://t.co/324PrvkkTZ",Sanders
175,"“My son and so many other children, their lives matter… My daughter’s life matters. So until we have change in our… https://t.co/IolQoxWJLS",Sanders
176,"This is what narcissism is about. Trump, in order to hear cheers from an adoring crowd, will defy science and sacri… https://t.co/GNCC8ax012",Sanders
177,We are going to take the fight for justice from the streets into the halls of Congress. https://t.co/YLWYzx2VTG,Sanders
178,The people are crying out against police brutality and murder; the pandemic is spreading around the country and ove… https://t.co/Tfw3EYnSq2,Sanders
179,"Congratulations to Rick Krajewski, Nikil Saval, and other progressives who are winning elections at the state and l… https://t.co/7NdQOb0lsw",Sanders
180,"The truth is that real change never happens from the top on down — it happens from the bottom on up.

Let’s do ever… https://t.co/LrcVexDVeE",Sanders
181,“Having a progressive elected official in any area benefits the community... as it relates to a state attorney or a… https://t.co/dArp3ANEOA,Sanders
182,"Trump's not only a terrible president, he is a threat to the health of the country. He's rejected science, downplay… https://t.co/ymWA0SQRop",Sanders
183,"Decent housing is a human right. In the midst of a pandemic and economic meltdown, working-class Americans shouldn'… https://t.co/pzZ7lleb0J",Sanders
184,"RT @Arati4Congress: I’m so thrilled and honored to be endorsed by @BernieSanders, a lifelong leader for bold progressive change. https://t.…",Sanders
185,One of the important ways we must continue building our movement is by electing progressives at all levels of gover… https://t.co/6vWmBIPPfY,Sanders
186,.@BethDoglio helped lead the passage of legislation in Washington State to provide more resources to address homele… https://t.co/iEWfZB5562,Sanders
187,"As a neuroscientist, @Arati4Congress understands health care is a right for all, not a privilege. Arati decided to… https://t.co/hJLWVwX8pj",Sanders
188,This is an historic day. Congratulations to the LGBTQ+ community on this monumental victory for equality. We must n… https://t.co/0Ymcv5dJZT,Sanders
189,"“If you are tired of the injustice that you are seeing on your city streets, you have the power to go out and elect… https://t.co/mLubeMKbE9",Sanders
190,"""When fellow graduates fail to respect the checks and balances of government, promote individual power above countr… https://t.co/e8MPkNHJKL",Sanders
191,"Here is one more reason why we need to end mass incarceration. In American jails and prisons at least 64,000 people… https://t.co/tY6EdSw2BZ",Sanders
192,"Real change always takes place from the bottom on up, not the top down. The struggle for justice continues on the s… https://t.co/a4ojlw57zM",Sanders
193,"I can't believe I have to say this but: No, Mr. President, chokeholds don't sound ""so innocent"" and ""so perfect."" T… https://t.co/BxEEsnrKqO",Sanders
194,"In the worst economic crisis since the Great Depression, with so many working-class families facing desperation, we… https://t.co/mn0ZfcnR9L",Sanders
195,"Brazilian president Jair Bolsonaro, like his mentor Donald Trump, is an anti-science demagogue. The result: many th… https://t.co/ovMPBd2eys",Sanders
